ADM3_PCODE,inhabitants_100m,inhabitants_inside5km_events,exposed_to_conflict_indicator,inhabitants_inside5km_VAC,inhabitants_inside5km_Battles,inhabitants_inside5km_Riots,inhabitants_inside5km_Protests,inhabitants_inside5km_ERV,inhabitants_inside5km_SD
BF480301,61136.14731669426,20586.911136627197,0.3367387714175701,1689.9443039894104,0.0,0.0,1689.9443039894104,0.0,18896.966832637787
BF480302,19053.91113471985,870.0381546020508,0.04566191940596783,0.0,0.0,0.0,0.0,0.0,870.0381546020508
BF480303,46181.02349615097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BF480304,36197.95829868317,15357.404791355133,0.42426163002441536,0.0,0.0,0.0,0.0,0.0,15357.404791355133
BF480305,40295.59475708008,2127.784017086029,0.05280438295831755,2127.784017086029,0.0,0.0,2127.784017086029,0.0,0.0
BF480306,81175.91669988632,38825.21772670746,0.4782849311113702,38450.83735513687,0.0,0.0,38450.83735513687,0.0,374.38037157058716
BF480307,115699.48190546036,95643.19175100327,0.8266518585550334,95643.19175100327,0.0,0.0,95643.19175100327,0.0,0.0
BF480308,23877.351652145386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BF480309,23114.08352613449,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BF490101,67200.96783304214,61443.60536623001,0.9143261971893611,50924.16319179535,50097.17309761047,5232.942801475525,0.0,43337.65948486328,38012.23822593689
BF490102,28321.49555683136,999.173198223114,0.03527967639343488,0.0,0.0,999.173198223114,999.173198223114,0.0,0.0
BF490103,95450.51613235474,71611.3848323822,0.7502461771194989,66300.7898902893,46947.34978723526,0.0,38006.69659423828,5650.2975397109985,66483.68860244751
BF490104,12993.684962272644,11579.934541940689,0.8911971142569025,9208.96611380577,8399.244543790817,0.0,0.0,9669.865979671478,9915.61954331398
BF490105,38253.87423801422,15256.269106388092,0.3988163136487598,13402.81590795517,1918.651864528656,0.0,0.0,65.19866609573364,11429.74784231186
BF490106,16261.137374401093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BF490107,28656.12267780304,24165.731226444244,0.8433008016525194,9355.628692150116,0.0,15648.676229953766,4714.503140926361,9137.84147977829,19584.930562496185
BF490108,41768.69066667557,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BF490109,34667.71622443199,33636.70285344124,0.9702601300784807,31538.328404664993,15866.136176109314,0.0,133.71792650222778,18338.224125146866,15920.909757614136
BF490201,45760.02100992203,15408.1550822258,0.33671652115030476,13734.396230220795,15331.763032913208,0.0,0.0,76.39204931259155,13810.788279533386
BF490202,101799.07225370407,21643.279549121857,0.21260782706528392,21505.717668533325,137.5618805885315,21505.717668533325,21505.717668533325,0.0,21505.717668533325
BF490203,52507.16051864624,45505.59820151329,0.8666550952675004,26779.498438835144,34009.07998585701,0.0,0.0,29867.09043765068,17990.97890996933
BF490204,35103.06789398193,15685.686398029327,0.44684659601272286,1677.1056039333344,0.0,0.0,0.0,0.0,15685.686398029327
BF490205,22371.348568677902,14137.177385568619,0.6319322834816522,2062.3072237968445,6112.67064332962,0.0,0.0,2134.357974767685,12426.778019428253
BF490206,106216.62834048271,43869.93131017685,0.41302319604374554,27636.238276720047,22440.744386196136,0.0,0.0,24199.610592126846,42092.58874845505
BF490207,46958.15784525871,31865.195293426514,0.678586996500841,25253.311556339264,8277.831147670746,0.0,16975.480408668518,19710.945121765137,31623.618735313416
BF490208,29523.483862876892,16285.46975326538,0.5516107051899415,0.0,7777.851676940918,0.0,0.0,1255.4417748451233,7252.17630147934
BF490301,118553.64372086525,102338.66183066368,0.863226625675211,68288.03896927834,73713.09749984741,0.0,20522.77566099167,71442.62463474274,55900.16981506348
BF490302,106166.9177069664,12764.712447166443,0.12023248600283,11543.98453950882,5463.305716991425,6484.403362751007,5463.305716991425,13.68943977355957,5662.935978889465
BF490303,29400.013330698013,22587.35388827324,0.7682769947824705,13828.745033025742,15871.178910970688,0.0,8694.824524879456,15424.718480587006,8694.824524879456
BF490304,157496.5530977249,140923.90523386002,0.8947745360904391,81051.73418235779,88748.39097213745,69859.68735599518,69859.68735599518,31588.31468105316,121079.76378393173
BF490305,57174.17353057861,20773.914494514465,0.3633443775694265,0.0,0.0,18038.038497447968,11727.79859495163,0.0,133.3537302017212
BF490306,60603.70906209946,24809.739139080048,0.4093765798007179,0.0,0.0,3995.3866782188416,865.9306135177612,0.0,23943.808525562286
BF490307,10914.27038359642,8833.578802108765,0.8093604511928872,6366.737637519836,5073.305901527405,0.0,0.0,3469.49990940094,0.0
BF490308,50548.632045030594,43736.96321892738,0.8652452390791678,35994.281497716904,33672.93997454643,0.0,0.0,17104.22172689438,9588.261031150818
BF490309,37029.27648687363,12221.907033443451,0.33006064911303223,1215.5114917755127,1427.6501655578613,0.0,0.0,9796.826361179352,9990.353593349457
BF490310,127271.29123163223,68854.19423723221,0.5410033446735321,30865.261685848236,57767.55092334747,0.0,11.903172016143799,46784.0919380188,54308.99216604233
BF490311,36621.60349774361,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BF500101,16592.32620549202,6974.266920089722,0.42033087065159414,0.0,0.0,0.0,6974.266920089722,0.0,0.0
BF500102,31715.8415453434,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BF500103,39871.76192378998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BF500104,39141.838770866394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BF500105,169672.70334339142,98858.15238952637,0.5826402859242049,0.0,0.0,98858.15238952637,98858.15238952637,0.0,0.0
