GID_3,Pf_Parasite_Rate_min,Pf_Parasite_Rate_max,Pf_Parasite_Rate_mean,Pf_Parasite_Rate_median,Pf_Parasite_Rate_stdDev,Pf_Mortality_Rate_min,Pf_Mortality_Rate_max,Pf_Mortality_Rate_mean,Pf_Mortality_Rate_median,Pf_Mortality_Rate_stdDev
BEN.1.5.5_1,0.36019468307495117,0.4408685564994812,0.40298033548669226,0.4031379520893097,0.019487316588516258,0.0016802409663796425,0.003351999679580331,0.0025454285754302115,0.002475092653185129,5.408438806034084E-4
BEN.1.6.1_1,0.17254886031150818,0.36382871866226196,0.22621093397885622,0.21835337579250336,0.04258520628785238,8.705220534466207E-4,0.0010842443443834782,9.621142457353624E-4,9.513439144939184E-4,5.0701111075607406E-5
BEN.1.6.2_1,0.15143200755119324,0.24090614914894104,0.18471199104865965,0.18631848692893982,0.021616838037780146,8.692711708135903E-4,0.0014713549753651023,0.0011202664147567597,0.001127240713685751,1.465550306280189E-4
BEN.1.6.3_1,0.15719400346279144,0.2587626576423645,0.18514300037877962,0.18478727340698242,0.020034004426364632,8.977954275906086E-4,0.0018612743588164449,0.0011776591043032496,0.0011281433785724603,1.79918496488815E-4
BEN.1.6.4_1,0.15029694139957428,0.3058277666568756,0.18132424355399887,0.17254801094532013,0.0420465192169593,8.692711708135903E-4,0.00139538140501827,0.001061452258190518,0.001011950895190239,1.230522261556883E-4
BEN.1.6.5_1,0.19759976863861084,0.3993859887123108,0.2794438464624582,0.2813074089385368,0.04376356804755959,7.422318449243903E-4,0.0012059605214744806,9.30557902778325E-4,9.352915907638276E-4,9.303687347521851E-5
BEN.2.1.1_1,0.21037384867668152,0.35265037417411804,0.30159384784747933,0.30380961298942566,0.04289587494443795,8.55630321893841E-4,0.0020888017024844885,0.0013081164913780962,0.001207840396091342,3.944941862696321E-4
BEN.2.1.2_1,0.30713874101638794,0.35982421040534973,0.3388681554458511,0.35982421040534973,0.023268738542074157,0.0011464518029242754,0.002848419127985835,0.0016795301390155942,0.0017653288086876273,6.595817443806501E-4
BEN.2.1.3_1,0.25517037510871887,0.3734757900238037,0.3101895384647676,0.30799657106399536,0.03706465883845692,0.001207840396091342,0.002848419127985835,0.001977167092263699,0.0020471930038183928,5.428401407310712E-4
BEN.2.1.4_1,0.25857383012771606,0.3802690804004669,0.3509008395687256,0.3490096628665924,0.034238275395127006,6.534051499329507E-4,0.0011347770923748612,9.529489395720373E-4,9.503557230345905E-4,1.3127135933497085E-4
BEN.2.1.5_1,0.29579782485961914,0.41921645402908325,0.35078206241803656,0.34866634011268616,0.03296284623861271,6.789256003685296E-4,0.0030372613109648228,0.0014595371332210654,0.0010042744688689709,7.182085425978021E-4
BEN.2.1.6_1,0.2686537802219391,0.3734757900238037,0.3243190016289403,0.33659395575523376,0.03492071556168726,7.654706132598221E-4,0.002304958878085017,0.0013347528500244356,0.0013099987991154194,5.443556282018268E-4
BEN.2.1.7_1,0.3121563196182251,0.41887688636779785,0.35116168236870743,0.3388466536998749,0.03509815603419064,8.724681683816016E-4,0.0030372613109648228,0.0016894533420243939,0.0016139165963977575,5.97729260121595E-4
BEN.2.1.8_1,0.25857383012771606,0.42467182874679565,0.34902705149972335,0.3578121066093445,0.050330850487509966,7.098789210431278E-4,0.0017685823841020465,0.0012228359158956488,0.0010643202112987638,3.256523550967499E-4
BEN.2.2.1_1,0.31841161847114563,0.42562222480773926,0.38185689337241363,0.40635165572166443,0.036690007904534964,0.0011475259670987725,0.0026763156056404114,0.001979013167284095,0.0019805924966931343,4.346957985671295E-4
BEN.2.2.2_1,0.30713874101638794,0.4182049334049225,0.38468830162379414,0.3931675851345062,0.029818494925653617,0.001103645539842546,0.0026085209101438522,0.001863439348067876,0.0019527566619217396,4.664290263034257E-4
BEN.2.2.3_1,0.30713874101638794,0.41444721817970276,0.36942381437898,0.38427257537841797,0.03300307513667721,0.0011464518029242754,0.0030372613109648228,0.0022209904384435306,0.0022201526444405317,4.770720925518614E-4
BEN.2.2.4_1,0.3347226083278656,0.4182049334049225,0.39435423050770924,0.39880886673927307,0.01854259264206415,0.001540111261419952,0.002728053368628025,0.002177829199423791,0.002148277126252651,3.291043383767274E-4
BEN.2.3.1_1,0.2864563763141632,0.41589635610580444,0.36683171147606447,0.3659454584121704,0.02661845678263438,5.689762765541673E-4,8.864238043315709E-4,7.179103254437667E-4,7.150818128138781E-4,7.584430510979588E-5
BEN.2.3.2_1,0.3122226297855377,0.40303340554237366,0.35722506610695465,0.3591419458389282,0.017836005756491614,5.920245312154293E-4,0.0011653086403384805,7.270833130032741E-4,7.199211395345628E-4,1.0112972851669275E-4
BEN.2.3.3_1,0.2798713147640228,0.41824987530708313,0.36732914253974736,0.36858609318733215,0.03262684836333226,5.855228519067168E-4,0.0014267973601818085,9.07113691346404E-4,8.38674430269748E-4,2.049654783977043E-4
BEN.2.3.4_1,0.31115689873695374,0.43879300355911255,0.38556135833714017,0.38441815972328186,0.03352292906440395,5.754747544415295E-4,0.0014267973601818085,7.819009475252463E-4,7.885744473349084E-4,1.3594404144407036E-4
BEN.2.4.1_1,0.33141186833381653,0.48485052585601807,0.41673739952609906,0.4194079339504242,0.04242458879694858,7.80066242441535E-4,0.0019153599860146642,9.67777841612994E-4,8.846048731356859E-4,2.551294279255047E-4
BEN.2.4.2_1,0.2702775001525879,0.4015215337276459,0.3489507513778619,0.3694917559623718,0.050555616297894276,0.001207865308970213,0.0019153599860146642,0.0016458105542904954,0.0017685823841020465,2.4385808914217943E-4
BEN.2.4.3_1,0.33939507603645325,0.40408697724342346,0.3796123045171433,0.3788665235042572,0.015093675014701418,5.785992834717035E-4,8.561109425500035E-4,6.953129693942267E-4,6.971482653170824E-4,5.984113081483787E-5
BEN.2.4.4_1,0.31777986884117126,0.41589635610580444,0.3631462326286747,0.3640686571598053,0.02007392886900302,5.615129484795034E-4,8.359053754247725E-4,6.742590057151588E-4,6.662774276499367E-4,5.675534496876464E-5
BEN.2.4.5_1,0.33939507603645325,0.43986743688583374,0.4007773053023841,0.3987995386123657,0.023024807908904318,6.91037334036082E-4,9.409369667991996E-4,7.621768263550428E-4,7.497978513129056E-4,4.994391902536971E-5
BEN.2.4.6_1,0.33939507603645325,0.48485052585601807,0.4177715099888082,0.4202049970626831,0.035644461542315334,7.274260860867798E-4,9.67113533988595E-4,8.055987996681603E-4,7.863157079555094E-4,5.996800507502657E-5
BEN.2.5.1_1,0.3785710632801056,0.4387381672859192,0.4089341648736683,0.41205894947052,0.01718939518240374,8.011746685951948E-4,0.002144105266779661,0.0013620655196491863,0.0013255970552563667,4.647449196095514E-4
BEN.2.5.2_1,0.339433878660202,0.4170835018157959,0.383200086394423,0.3824450671672821,0.018637841742554794,8.983074221760035E-4,0.002365530701354146,0.0016679965389745411,0.0017204012256115675,3.8051764304109984E-4
BEN.2.5.3_1,0.37149444222450256,0.4382613003253937,0.4119568193049798,0.4168795645236969,0.01993403603708335,8.140673162415624E-4,0.0020902769174426794,0.001277372515899113,0.0011631917441263795,4.1957883860065565E-4
BEN.2.5.4_1,0.3374468684196472,0.43259039521217346,0.3860307633475693,0.392499715089798,0.024286762485295585,0.001079426147043705,0.0022327438928186893,0.0017180455664315664,0.0017675653798505664,4.0264242387558647E-4
BEN.2.5.5_1,0.339433878660202,0.4435713291168213,0.3998274383759787,0.40076443552970886,0.02426223551660384,7.435095030814409E-4,0.0020855620969086885,0.0012786015690638452,0.0013721585273742676,3.6754322606735024E-4
BEN.2.5.6_1,0.37149444222450256,0.4170835018157959,0.4025315311219958,0.40689265727996826,0.011785768888028977,0.001603096490725875,0.002365530701354146,0.0019579874870659453,0.0018855166854336858,1.8511267413349325E-4
BEN.2.6.1_1,0.3463151454925537,0.43446046113967896,0.3824607950292383,0.3796375095844269,0.024078589339317648,7.178421947173774E-4,9.67113533988595E-4,8.545889329256906E-4,8.454386261291802E-4,7.466697962314205E-5
BEN.2.6.2_1,0.32849937677383423,0.40098220109939575,0.37764791669957226,0.3802690804004669,0.020330895629025823,6.972491974011064E-4,0.001851263572461903,0.001034910120670665,9.297424112446606E-4,3.595725687340318E-4
BEN.2.6.3_1,0.35280293226242065,0.40764564275741577,0.38150170245180937,0.38903188705444336,0.01954395136805736,9.06977744307369E-4,0.001851263572461903,0.0011615064239477325,9.127295343205333E-4,3.229007805133218E-4
BEN.2.6.4_1,0.32347726821899414,0.3559859097003937,0.3354643271082923,0.32849937677383423,0.012374584277283402,5.610126536339521E-4,7.267897017300129E-4,6.773421625858025E-4,6.972491974011064E-4,6.886141376055223E-5
BEN.2.6.5_1,0.32347726821899414,0.41721266508102417,0.37504260261942235,0.3802846074104309,0.028027311814680454,5.950583145022392E-4,9.237854974344373E-4,7.74037050242831E-4,7.809664821252227E-4,9.545652057223654E-5
BEN.2.6.6_1,0.32347726821899414,0.4010188579559326,0.36475355510490254,0.3642824590206146,0.026571662265785403,5.950583145022392E-4,0.0018253099406138062,0.0010637138253170534,0.001081132679246366,3.641658251783196E-4
BEN.2.6.7_1,0.32849937677383423,0.42225292325019836,0.3867842904609436,0.4014783501625061,0.02954336100083005,5.610126536339521E-4,0.001075206557288766,8.217013672376499E-4,8.226530626416206E-4,1.2839289872285136E-4
BEN.2.6.8_1,0.3463151454925537,0.4202049970626831,0.3936015457814594,0.3999730050563812,0.021455431606013483,7.691638311371207E-4,0.0015606690431013703,9.908898295790734E-4,9.972101543098688E-4,2.0169260074497677E-4
BEN.2.7.1_1,0.34565290808677673,0.4296265244483948,0.37397369013769416,0.37147441506385803,0.01826503139656285,5.689762765541673E-4,0.0014177942648530006,7.724379662989149E-4,6.829588091932237E-4,1.9331076491579867E-4
BEN.2.7.2_1,0.35757219791412354,0.47711893916130066,0.42475855584853656,0.4228416383266449,0.03266704064403443,7.297797710634768E-4,0.0014636489795520902,8.892224903125136E-4,8.325042435899377E-4,1.550156362461644E-4
BEN.2.7.3_1,0.3464084267616272,0.4707382023334503,0.39189307710325616,0.3857021927833557,0.02839568988836742,6.529586971737444E-4,9.997719898819923E-4,7.773796236172406E-4,7.690666825510561E-4,7.279454827831852E-5
BEN.2.8.1_1,0.33162540197372437,0.44855305552482605,0.4152909405364906,0.41732996702194214,0.0335706666763907,7.596480427309871E-4,0.0018087583594024181,0.0013231476485528278,0.001273847185075283,3.240370865993585E-4
BEN.2.8.2_1,0.3287361264228821,0.43259039521217346,0.4007886715871947,0.41282761096954346,0.032435955361501866,8.724681683816016E-4,0.0016139165963977575,0.0011866471548065808,0.0011557912221178412,2.3384421292285137E-4
BEN.2.8.3_1,0.3287361264228821,0.449922651052475,0.38595009257017154,0.41320541501045227,0.039251979282799096,8.033154299482703E-4,0.0014805386308580637,0.001112618634543928,0.0011122111463919282,1.9055115126070452E-4
BEN.2.8.4_1,0.33162540197372437,0.45847561955451965,0.3934513861829874,0.39658093452453613,0.03774335126697948,7.268135668709874E-4,0.0018087583594024181,0.0011013786775464225,0.0010688839247450233,2.720841546134239E-4
BEN.2.8.5_1,0.2594570517539978,0.44067561626434326,0.36200969387723125,0.36452704699415905,0.03308104978851577,5.389126017689705E-4,0.0013437011511996388,8.016131458467097E-4,7.834276766516268E-4,1.4753289495040046E-4
BEN.2.9.1_1,0.32191723585128784,0.4446176290512085,0.39081986872279284,0.38606640696525574,0.02548026786639147,5.89878938626498E-4,9.297856013290584E-4,7.468790686563364E-4,7.440757472068071E-4,7.772874346963743E-5
BEN.2.9.2_1,0.3550940454006195,0.449922651052475,0.41442447961042894,0.4187106490135193,0.0246733732644743,7.201205007731915E-4,0.0014577528927475214,0.0010946557988195087,0.0010587051510810852,1.6283205442547085E-4
BEN.2.9.3_1,0.3677554726600647,0.45467275381088257,0.4188507511843568,0.41163140535354614,0.02432539389500428,6.717380019836128E-4,0.0013540018117055297,9.118524684779396E-4,8.854936459101737E-4,1.828865858067496E-4
BEN.3.1.1_1,0.30999958515167236,0.4094935655593872,0.3803208017157164,0.3879949748516083,0.032261435817710425,2.969980414491147E-4,0.0010550788138061762,8.42722024124262E-4,8.738428587093949E-4,2.554563430403177E-4
BEN.3.1.2_1,0.0,0.3879949748516083,0.2642913542741494,0.2938348352909088,0.11806794340339337,0.0,0.0010085682151839137,2.93175401664406E-4,2.9758232994936407E-4,2.959147355125537E-4
BEN.3.1.3_1,0.2642095983028412,0.35256054997444153,0.28891305727306726,0.29316893219947815,0.027892068770705273,2.9758232994936407E-4,9.85866878181696E-4,4.162447082766425E-4,4.1329991654492915E-4,2.1976023680419726E-4
BEN.3.1.4_1,0.35222065448760986,0.41712072491645813,0.3943817207237354,0.40496858954429626,0.02321801160592013,6.464690086431801E-4,0.0011217864230275154,9.601578314834263E-4,0.001042224932461977,1.9167314613589736E-4
BEN.3.1.5_1,0.3128761351108551,0.40560826659202576,0.3598051521464856,0.39083048701286316,0.030979759580450166,4.1329991654492915E-4,0.0011409214930608869,6.932544591666681E-4,7.668394828215241E-4,2.4515691304322974E-4
BEN.3.1.6_1,0.3545342981815338,0.4391840100288391,0.416354654932339,0.4204445481300354,0.026927360033355035,6.71310001052916E-4,0.0011693750275298953,9.906465305437788E-4,0.001050810213200748,1.9586355985476512E-4
BEN.3.1.7_1,0.29316893219947815,0.39202573895454407,0.38244460591408763,0.39202573895454407,0.04077571850132342,3.370945923961699E-4,0.0011217864230275154,7.196850618134149E-4,7.508057751692832E-4,2.5049941335287445E-4
BEN.3.1.8_1,0.29316893219947815,0.40496858954429626,0.34727218419640926,0.3768971264362335,0.04036895299147347,2.969980414491147E-4,0.001042224932461977,5.348413175862324E-4,7.062442600727081E-4,2.5535385895612416E-4
BEN.3.1.9_1,0.3545342981815338,0.43164971470832825,0.3783462375801335,0.3896430730819702,0.023709701785190728,6.71310001052916E-4,0.001050810213200748,7.676653252125684E-4,8.120091515593231E-4,1.2146716622763064E-4
BEN.3.2.1_1,0.3584621250629425,0.4829317331314087,0.45525068817958886,0.4555012583732605,0.041407878816015,0.0011620046570897102,0.001916388631798327,0.0017286154303058938,0.0018266834085807204,2.7400666035493445E-4
BEN.3.2.2_1,0.3584621250629425,0.4315112829208374,0.41391271865980145,0.42169997096061707,0.030027506121263425,9.21257131267339E-4,0.0016269319457933307,0.001426929781027701,0.0014374916208907962,2.4006246542193288E-4
BEN.3.2.3_1,0.3584621250629425,0.48601678013801575,0.417756963263997,0.43592527508735657,0.04872898856920627,9.21257131267339E-4,0.001916388631798327,0.0013691694172018247,0.0011673674453049898,3.5623147224608635E-4
BEN.3.2.4_1,0.3584621250629425,0.4766964614391327,0.40532582668360745,0.4249732494354248,0.04220412030161025,0.0011620046570897102,0.0026606919709593058,0.0020882647314428514,0.0026606919709593058,5.821775629852193E-4
BEN.3.2.5_1,0.3844605088233948,0.43592527508735657,0.4042859954359644,0.3844605088233948,0.021831278958966846,0.0014139673439785838,0.0018266496481373906,0.0016570829448694882,0.0018266496481373906,1.8734133840346342E-4
BEN.3.2.6_1,0.3584621250629425,0.4829317331314087,0.45344251254908474,0.4829317331314087,0.04470538301297907,0.0011620046570897102,0.0026606919709593058,0.0018175277120279644,0.001916388631798327,5.13465136148888E-4
BEN.3.2.7_1,0.4249732494354248,0.4315112829208374,0.4283850999152074,0.42998483777046204,0.0027926875604623643,0.0016269319457933307,0.0026606919709593058,0.002115663845229466,0.0018004049779847264,4.520135682341696E-4
BEN.3.2.8_1,0.3249446153640747,0.48355260491371155,0.42090771196822474,0.43592527508735657,0.04623572733437164,0.0012986554065719247,0.0021546860225498676,0.001814369094125256,0.0017443886026740074,2.9409271576590014E-4
BEN.3.2.9_1,0.4117423892021179,0.4366135001182556,0.42347404529463567,0.4117423892021179,0.012435555458068848,0.0015888649504631758,0.001694540842436254,0.0016387120693184016,0.0015888649504631758,5.2837945986539125E-5
BEN.3.2.10_1,0.4237993657588959,0.45712894201278687,0.4423800913187174,0.4334421157836914,0.012613037225337955,0.001181896310299635,0.0014952203491702676,0.0012854998568823431,0.0013133037136867642,1.1141505268393614E-4
BEN.3.2.11_1,0.3584621250629425,0.48601678013801575,0.4400522388669223,0.4301191568374634,0.045734234750414986,9.21257131267339E-4,0.0017443886026740074,0.0012188910432559341,0.0011673674453049898,2.3861352069187207E-4
BEN.3.2.12_1,0.3844605088233948,0.4366135001182556,0.407300999282666,0.3844605088233948,0.02066709359177458,0.0014139673439785838,0.0018266496481373906,0.0017337446657826525,0.0018266496481373906,1.538995262565277E-4
BEN.3.3.1_1,0.3250289261341095,0.4250759780406952,0.38346819569600504,0.3982243835926056,0.037260713332745124,0.0014612639788538218,0.0016697284299880266,0.0015232107748946288,0.0014612639788538218,7.249381469142084E-5
BEN.3.3.2_1,0.301477313041687,0.36361852288246155,0.31957669454870874,0.301477313041687,0.031070604920387268,0.0013418449088931084,0.001511610927991569,0.001391291322222757,0.0013418449088931084,8.488300954923034E-5
BEN.3.3.3_1,0.301477313041687,0.38238298892974854,0.35845844701652907,0.36361852288246155,0.029695380258063703,0.0011729365214705467,0.001511610927991569,0.001461022960924977,0.001511610927991569,1.2312977518534049E-4
BEN.3.3.4_1,0.3249446153640747,0.4413321912288666,0.3626801079174258,0.3457779884338379,0.040027761591188475,0.0011605937033891678,0.0021546860225498676,0.0017824029848682432,0.0017223648028448224,3.887110757222849E-4
BEN.3.3.5_1,0.3249446153640747,0.38560938835144043,0.3388654659276674,0.3298811912536621,0.02259410669654911,0.0011605937033891678,0.0021546860225498676,0.001433339461145599,0.0011942521668970585,3.813374422751876E-4
BEN.3.3.6_1,0.3163129687309265,0.4250759780406952,0.39967486463291074,0.4174971580505371,0.038837143381665336,0.0011729365214705467,0.0016697284299880266,0.0015195136854201435,0.00150091212708503,1.5128948903378326E-4
BEN.3.3.7_1,0.3457779884338379,0.4413321912288666,0.37899795671304065,0.36240941286087036,0.03668074637025104,0.0013963514938950539,0.0017223648028448224,0.001560867364810875,0.0015798225067555904,1.2417427065352925E-4
BEN.3.3.8_1,0.301477313041687,0.4174971580505371,0.32371970857767496,0.3163129687309265,0.03948876659326573,0.0013418449088931084,0.0016697284299880266,0.0013881472576245228,0.0013636574149131775,1.248912575039063E-4
BEN.3.3.9_1,0.3163129687309265,0.36240941286087036,0.3362093019622103,0.3250289261341095,0.0165345026868984,0.0011942521668970585,0.0017223648028448224,0.001536216684230163,0.0015846170717850327,1.8678196687508763E-4
BEN.3.4.1_1,,,,,,,,,,
BEN.3.4.2_1,0.34504783153533936,0.34504783153533936,0.34504783153533936,0.34504783153533936,0.0,0.0011729365214705467,0.0011729365214705467,0.0011729365214705467,0.0011729365214705467,0.0
BEN.3.4.3_1,0.34504783153533936,0.3736979067325592,0.36223787665367124,0.3736979067325592,0.014325037598609924,0.0011729365214705467,0.001187040121294558,0.0011813986813649536,0.001187040121294558,7.051799912005663E-6
BEN.3.4.4_1,,,,,,,,,,
BEN.3.4.5_1,,,,,,,,,,
BEN.3.4.6_1,,,,,,,,,,
BEN.3.4.7_1,0.35256054997444153,0.44142335653305054,0.38031246036235844,0.3786774277687073,0.027246092686573693,9.85866878181696E-4,0.0018256695475429296,0.0013933360638401038,0.0012229564599692822,2.8328180596691986E-4
BEN.3.4.8_1,,,,,,,,,,
BEN.3.4.9_1,0.3128761351108551,0.3786774277687073,0.3626191948581799,0.36290407180786133,0.023442282485405593,4.1329991654492915E-4,0.0012229564599692822,0.0010687349398713329,0.0011409214930608869,2.9636992198461284E-4
BEN.3.4.10_1,0.34504783153533936,0.44142335653305054,0.3843736204408829,0.3736979067325592,0.031524799103375495,0.0011621980229392648,0.0018256695475429296,0.0013638156648319692,0.001187040121294558,2.3528522428134134E-4
