GID_3,scale_min,scale_max,scale_mean,scale_median,scale_stdDev,offset_min,offset_max,offset_mean,offset_median,offset_stdDev
BEN.3.1.3_1,0.11430817070816245,2.7838548276396025,0.5913104733037724,0.522598793404916,0.40565543957325145,0.0894354713548507,8.335391573962712,2.7699228469606156,2.588369134695284,1.782364237878807
BEN.3.1.4_1,0.04127071029506624,0.5993766345560462,0.12525692546266692,0.1032457038994002,0.08537291119890354,-0.6322472570630323,1.1986614524253778,0.2185049096997334,0.17607834318631618,0.2214271355380998
BEN.3.1.5_1,0.06995527880055652,0.5045274347066879,0.23671490481521051,0.22571750277678074,0.10433463304870684,0.15457496183669373,7.183447812994321,0.8917112064355688,0.7130510676829587,0.8342487123448263
BEN.3.1.6_1,-0.01123654589589153,0.06317927510757554,0.04305924557368637,0.04269686566807255,0.006796887399649772,0.04640695891187837,0.911062435690491,0.13156912973622267,0.10773658666247235,0.0941356415248672
BEN.3.1.7_1,0.0595249598399754,0.7516077171478953,0.17662724779339264,0.15852711037991363,0.11787521895696328,0.014095881066861608,1.4486883790010499,0.42027893481933787,0.28280241570125025,0.2996628385644944
BEN.3.1.8_1,0.0881351841214512,2.7838548276396025,0.35237064576718874,0.30618288294932744,0.3067894920493625,0.014095881066861608,6.116216071304821,0.7966549484930767,0.7032828989139654,0.629341957162649
BEN.3.1.9_1,0.008224125530215957,0.21201010284546232,0.06345280685150712,0.052156091039151885,0.02922386143405409,0.003187658254838815,0.6387031593226961,0.16855099091009168,0.13081615629897908,0.10913739168465428
BEN.3.2.1_1,0.036832954694372824,3.2310939114319073,0.16753047445937216,0.05391184143961316,0.3755325029568858,-2.7210790622491565,0.5897236220327959,0.04805484328129373,0.1010766077671868,0.2967557199624644
BEN.3.2.2_1,0.02760552448619689,0.3433673688670665,0.07532439862081798,0.06535492655215534,0.04071701186696754,-0.12456091751422112,1.4395472421976072,0.16940218145241256,0.1141670414709238,0.19720298043809745
BEN.3.2.3_1,0.03881336887189675,0.31816547932214145,0.10367029018619162,0.07797606528869697,0.06228632241430998,0.008526669377239332,2.3707774356007576,0.3535692436224121,0.1773509960837248,0.39936594663270936
BEN.3.2.4_1,0.013043286234495185,0.16727089203361953,0.059112211180722816,0.04620013653005655,0.02818074044185523,0.07966549185359673,1.4114213136601306,0.20031674062108396,0.1430552660584159,0.168494896256432
BEN.3.2.5_1,0.03232900218323006,0.10947929250652946,0.04386792033133935,0.04181988538914127,0.011134780972064913,0.06237919199234706,0.26167320613084094,0.08601777730133624,0.08151758702553659,0.026776853105689568
BEN.3.2.6_1,0.03527112523027297,0.2150984456502123,0.06360559974890834,0.05799693805717637,0.02858034580994219,0.029204460872625487,0.44809586963882403,0.13918431840514167,0.11414918281140998,0.06889275179621683
BEN.3.2.7_1,0.007567395312002017,0.3479720167981993,0.055452051560208014,0.04974619059466658,0.040141982465844876,-0.21775509500765197,0.5974979864522105,0.15045606996893693,0.11516228630055406,0.11008733101829743
BEN.3.2.8_1,0.029434156604111195,0.13335279147196116,0.044737748161619795,0.04223668166132248,0.010595408406548532,0.022613283370100407,0.2520761404164313,0.08141911262328022,0.08047927113277072,0.019960696774383342
BEN.3.2.9_1,0.03391637688222155,0.05305450172662469,0.041669078129078246,0.04167822615216629,0.003619121496547455,0.047075770675811715,0.10462716485129758,0.07668698484623353,0.07560439295880306,0.011693622046472719
BEN.3.2.10_1,0.025794696816731067,0.15708954295232183,0.06671924587607861,0.05999610017547152,0.023723303477353692,0.09448906088835515,1.1531527977259386,0.2738102600600367,0.1673973922865809,0.21043574799412607
BEN.3.2.11_1,-0.5502917650377467,0.3985749819853698,0.05832994132377451,0.05657538997978588,0.073349289487737,-0.2940180387896752,3.243980385806589,0.24980505564185745,0.13487557203756698,0.3358046160938327
BEN.3.2.12_1,0.03391637688222155,0.10947929250652946,0.04500918570709194,0.04222383000905716,0.010913303016652137,0.06055536176011499,0.26167320613084094,0.08736958058845522,0.0832848163702092,0.02575966038261151
BEN.3.3.1_1,0.032348471582822856,0.0632175853520277,0.042120711084257446,0.04094282415541288,0.005484886944326213,0.06691481724071006,0.12232782327053082,0.09441019872397957,0.09505622542966718,0.011596401778906503
BEN.3.3.2_1,0.030918157349030178,0.13239045059751897,0.05202441411899108,0.04672694036015032,0.01711459458453814,0.06931088531079392,0.5164692832068318,0.1952165028209896,0.1272925046303577,0.11937063626462917
BEN.3.3.3_1,0.025325499297607513,0.5894382613755408,0.07161541520561492,0.04872738054686303,0.0724360264232063,0.07882864771887571,2.563996947592213,0.25835703716312153,0.14729082393214574,0.32516650692074744
BEN.3.3.4_1,0.026730441710069067,0.07620907129742027,0.04273288382308333,0.041908790585569296,0.0073158297988469,0.06643864131599132,0.251678543220762,0.11027153303478456,0.10127617834976647,0.03192582953253745
BEN.3.3.5_1,0.023953916144645995,0.10410002002581245,0.045596000046182555,0.04265195000627717,0.012816904168849647,0.08890655079726241,0.5310097081320626,0.16438513557077056,0.13754854655783244,0.07423791514131674
BEN.3.3.6_1,0.0326417013573172,0.362878377499458,0.053439284981678846,0.043984258745294026,0.037739975811993405,-0.16595442417365985,1.07590716474113,0.11639377410004231,0.10589367037788272,0.09237005775302436
