GID_3,Walking_Only_Travel_Time_to_Healthcare_min,Walking_Only_Travel_Time_to_Healthcare_max,Walking_Only_Travel_Time_to_Healthcare_mean,Walking_Only_Travel_Time_to_Healthcare_median,Walking_Only_Travel_Time_to_Healthcare_stdDev,Motorized_Travel_Time_to_Healthcare_min,Motorized_Travel_Time_to_Healthcare_max,Motorized_Travel_Time_to_Healthcare_mean,Motorized_Travel_Time_to_Healthcare_median,Motorized_Travel_Time_to_Healthcare_stdDev,Travel_Time_to_Cities_min,Travel_Time_to_Cities_max,Travel_Time_to_Cities_mean,Travel_Time_to_Cities_median,Travel_Time_to_Cities_stdDev
BEN.5.1.8_1,0.0,249.0,135.02153155895243,139.0,54.62418954063061,0.0,111.34437561035156,33.04439357102138,30.665336121535645,18.790514453528317,66,234,126.66741632565632,122.0,32.57422419018301
BEN.5.1.9_1,0.0,247.0,122.63502830469763,122.0,57.26774434366536,0.0,132.10992431640625,34.55561987482837,22.420755697788444,30.72457995654246,60,210,106.10236369053537,99.0,30.587695613224856
BEN.5.2.1_1,33.0,194.0,129.3359060541932,134.0,36.40246736295768,4.685990810394287,61.73558044433594,22.5399196786828,19.880459308624268,10.445752224700605,64,139,89.74009294991497,86.0,15.834137339812587
BEN.5.2.2_1,0.0,68.0,23.53487188189378,22.0,18.233613094081118,0.0,23.652021408081055,4.667752020613522,2.5737078189849854,5.707304037896057,37,71,46.18004412014256,45.0,7.955454493512432
BEN.5.2.3_1,0.0,178.0,92.88869682532989,96.0,47.28772450529724,0.0,52.4989013671875,16.28412159426356,13.142358779907227,11.95753203497262,22,63,40.16628019731018,38.0,9.522065018798298
BEN.5.2.4_1,44.0,129.0,82.90209646478486,81.0,20.95034224660685,4.8710784912109375,30.485675811767578,14.576424383208925,13.316720148412193,5.075102277304854,45,79,60.638188544806816,60.0,8.31027842178131
BEN.5.2.5_1,22.0,184.0,117.6491254298101,122.0,37.70479128152156,2.5805423259735107,51.20419692993164,18.451404947811465,17.399126843335157,7.631779874520736,15,56,34.9285020182389,34.0,9.698508400647434
BEN.5.2.6_1,0.0,167.0,89.18438172114388,95.0,44.7792580670586,0.0,54.383216857910156,18.51378244865732,17.8649959564209,11.755460970025775,35,99,62.416558243275524,60.0,15.913000436151238
BEN.5.2.7_1,11.0,209.0,80.89566065333983,69.0,44.32675565716313,1.10594642162323,32.90993118286133,12.694931212852131,11.090373992919922,7.120749625448888,42,108,76.22100084216126,76.00000000000001,16.97110761418782
BEN.5.2.8_1,0.0,267.0,141.74081507758697,148.3808174828005,59.08669904466023,0.0,97.73677062988281,26.92121876848184,26.263976871362033,13.051304999101808,49,160,90.61721537631738,92.0,18.926461712757206
BEN.5.2.9_1,64.0,209.0,137.21073738137233,138.0,32.69281887936332,7.999831199645996,50.869022369384766,21.999037151263792,21.916180942810136,6.956870274425631,51,100,73.0178046527253,72.0,11.11044732935709
BEN.5.2.10_1,11.0,107.0,48.400434385002285,45.0,23.975814353490552,1.1030828952789307,52.635475158691406,14.868747824129306,11.862549169971597,12.152291513132143,40,99,63.36659807956101,60.0,14.735426621973614
BEN.5.3.1_1,0.0,310.0,177.82127192452225,188.75,71.63775467228987,0.0,137.77964782714844,52.597852671127235,44.408007808125774,34.760418723615096,68,208,134.0393831393354,131.0,30.278548862267638
BEN.5.3.2_1,0.0,220.0,83.97212216799157,79.0,44.46115570588953,0.0,74.26082611083984,22.216975210115383,19.144410689948742,15.050583770656603,58,159,111.58653210852738,114.0,22.155606975763497
BEN.5.3.3_1,0.0,48.0,21.52805792604085,22.0,11.79664500327671,0.0,16.553836822509766,3.872309919195272,2.664179801940918,4.138679268601817,51,97,64.88897508835444,64.0,8.508166012066793
BEN.5.3.4_1,22.0,124.0,72.57397075798382,71.0,27.060729028530545,2.2055535316467285,32.59400177001953,15.509576010126109,13.136916160583496,7.417474099531553,32,68,48.1438053097345,47.0,8.886631657845529
BEN.5.3.5_1,22.0,119.0,75.27600462034167,75.0,22.512565361894087,3.307732582092285,39.36000061035156,13.987713230686046,13.59675553775726,6.559006776897493,32,78,49.2110766611952,49.0,9.922009927012553
BEN.5.3.6_1,0.0,64.0,32.8081174285967,33.0,14.197345990118302,0.0,23.899866104125977,7.287976945181278,5.529791831970215,5.043587186224864,53,85,67.45742329118401,67.0,8.258325874595162
BEN.5.3.7_1,0.0,101.0,57.36139864119803,60.0,22.624597188882362,0.0,39.36000061035156,12.952555995797736,11.665027759253341,7.149291904466565,41,91,65.92334507167503,64.0,11.506029918690292
BEN.5.3.8_1,0.0,64.0,28.02872716558633,27.0,13.208307045189402,0.0,21.926965713500977,5.8059032938026585,4.2264227867126465,4.87498118634382,41,76,55.560695344726,55.0,9.278873854083795
BEN.5.3.9_1,0.0,164.0,58.27265693877181,55.0,31.302362661940634,0.0,38.40362548828125,10.804584380170278,9.10497457571447,7.2565260307662705,65,119,85.98296119037765,85.00000000000001,11.369380811088865
BEN.5.3.10_1,0.0,59.0,28.048647436855475,27.0,12.638169316800079,0.0,24.249610900878906,6.658376963411885,5.790987491607666,5.0155694374637765,52,97,75.78291735166641,78.0,11.354648666316676
BEN.5.4.1_1,11.0,145.0,78.4047293528311,78.0,31.3794137491038,1.105979323387146,108.36473083496094,28.16092335065644,20.26675169808524,23.730406473300828,23,191,78.46401032495162,72.0,33.22190442003183
BEN.5.4.2_1,11.0,220.0,120.83109705387379,124.00000000000001,43.212139091947805,7.741878509521484,145.4871063232422,57.15288225227072,49.49557964317118,32.40711669395611,9,177,77.55072720009953,72.99999999999999,38.00312787381827
BEN.5.4.3_1,0.0,304.0,143.15493948583443,148.587967183227,65.38359041306697,0.0,128.8330078125,44.811318517043134,38.5224061469237,27.023275267472425,0,209,88.33819632270571,83.0,48.203147946568855
BEN.5.4.4_1,0.0,154.0,74.64158953893181,79.0,31.948747294621718,0.0,89.45852661132812,26.6975693926736,19.799765709534437,20.039065095861297,11,104,49.55328182049759,48.0,20.653578095699945
BEN.5.4.5_1,0.0,173.0,92.13311544813787,97.00000000000001,37.0434054279869,0.0,96.37171936035156,34.77280408719398,32.758541107177734,21.6415349987742,40,180,89.25707739189093,86.0,32.32973943112717
BEN.5.4.6_1,0.0,82.0,29.910629985349185,27.0,22.35378547935216,0.0,40.84728240966797,10.2791614285436,5.767434597015381,10.891048612370447,0,50,14.739540940908348,13.0,13.173263973705614
BEN.5.4.7_1,0.0,64.0,33.28661916072842,37.0,18.6748493969831,0.0,16.901845932006836,6.098985940807883,5.767434597015381,5.143565562514889,0,19,5.540775930324624,5.0,5.9107952087684446
BEN.5.4.8_1,0.0,122.0,63.50972177025709,65.0,31.02828918693679,0.0,44.175262451171875,12.367962831681615,11.106714248657227,9.737233316672548,0,60,18.829441913439634,17.0,12.679781524306017
BEN.5.4.9_1,0.0,283.0,138.37545766025747,124.78192908882961,69.21510023699182,0.0,142.52066040039062,56.33727886841208,55.65338287353516,33.284053465706634,15,218,90.74753603707353,87.00000000000001,47.00689044815752
BEN.5.5.1_1,11.0,295.0,138.0747318015265,133.0,59.16404399037685,6.333444595336914,79.23344421386719,32.06318155591119,28.692764600118,15.324555789462766,49,158,92.84707065095175,95.0,19.445713859224284
BEN.5.5.2_1,0.0,263.0,151.58327769617657,150.4047619047619,61.46339460881739,0.0,95.68788146972656,32.209217930854926,29.747468244438153,17.75221731665835,20,171,85.65599175086423,84.00000000000001,29.101002023549963
BEN.5.5.3_1,14.0,150.0,77.13582159754313,76.00000000000001,32.83427711482226,9.789789199829102,76.96422576904297,33.39616175695009,32.692374846073974,13.198050432372227,28,109,65.18714550535377,63.0,20.497153881264058
BEN.5.5.4_1,11.0,218.0,91.93285569189383,86.0,50.856846406280766,1.1059601306915283,60.51356506347656,19.620790070131886,18.389185697484344,11.14808965864421,9,78,40.69065854127205,42.0,16.015111236363076
BEN.5.5.5_1,0.0,102.0,51.84860644181759,53.00000000000001,20.92528209596821,0.0,58.07735061645508,16.58996440965846,12.668053587718546,13.275157566905813,22,70,45.345045728952016,46.0,12.373049110492422
BEN.5.5.6_1,53.0,214.0,149.31585403250534,145.0,38.86380143177447,11.146759033203125,97.06251525878906,41.80958458910103,42.6309821827261,21.050652721613186,65,176,103.5436215884698,104.0,27.273546980240784
BEN.5.5.7_1,0.0,178.0,107.9179455764766,108.0,38.19487128640653,0.0,49.627620697021484,22.13417047484728,21.450563430786133,11.609650301960112,0,68,26.134543461439254,24.0,15.325857575356842
BEN.5.5.8_1,37.0,143.0,94.07284533648169,98.0,27.353769989507647,3.7734978199005127,35.42341613769531,17.726569943670114,16.937667846679688,7.454844181046481,10,54,26.353010625737898,23.0,10.4023025963272
BEN.5.5.9_1,11.0,241.0,97.15616504078046,86.0,56.99017655225008,1.102014422416687,70.08451080322266,22.87307144147425,20.90717124938965,14.230106773934486,83,196,133.45588784050327,133.0,23.64739078680478
BEN.5.5.10_1,0.0,221.0,102.31548865106434,89.0,59.08575735118477,0.0,60.51356506347656,21.383873873150634,20.846001206564473,11.926723864532995,1,71,30.754745383982126,31.0,14.674209180044006
