ADM3_PCODE,primary_school_age_girl_CIV_2020,secondary_school_age_girl_CIV_2020
CI070202,3661.8158163659687,2770.248986032897
CI070301,5733.520881348497,4321.4944500091
CI070302,3064.8644612786816,2325.6232190485102
CI070303,3101.772728504387,2346.599468640253
CI070304,3292.290533419217,2481.466582778625
CI070305,3505.3453838773803,2642.06279612172
CI080101,1185.9257141087571,1096.9951504852256
CI080102,4636.655059359155,4287.693048811951
CI080103,2089.804589615149,1933.0578272321652
CI080104,175.2989192934468,159.0677985002321
CI080105,1015.7753391656222,939.1293306239678
CI080201,760.1516641892641,701.2106893071943
CI080202,4103.825679103064,3793.058344354816
CI080203,665.139418039602,613.0283149219025
CI080204,1700.6406251031394,1573.2334903376368
CI080301,1668.572089107444,1543.5674288742614
CI080302,462.0496329482865,427.4341989332555
CI080303,568.725770541792,526.2164398436161
CI080304,459.09781479438146,424.70351975221274
CI080305,524.9596147199474,485.64400088810476
CI080401,1263.246427639132,1164.65810628314
CI080402,979.8077492608752,901.4599299098935
CI080403,1183.8619959753928,1098.54504580401
CI090101,5637.916269282967,5170.520939063793
CI090102,501.8102894278135,460.24480259044486
CI090103,1074.6545700077913,985.5633972088496
CI090104,971.731672795146,891.4308070379146
CI090105,1467.089268683451,1345.4764166598222
CI090201,8663.604950579122,7945.56182534706
CI090202,1373.3325011309455,1259.480292902975
CI090203,2099.640104850368,1925.5754415444303
CI090204,1736.7654702955595,1592.783905176088
CI090301,2792.6053428390433,2569.1953521166365
CI090302,6172.045782813138,5662.3200315761815
CI090401,1151.8831839290322,1056.6766599795394
CI090402,310.14018091313983,284.64505586109897
CI090403,1062.5785814261908,975.4565821998258
CI090404,493.0964524269105,452.875493029052
CI090405,794.2223458794986,728.3796126169316
CI090406,324.9800570642246,298.48416501283634
CI010101,294083.5537750788,409661.3526550811
CI010102,11460.172580086017,13112.494546451764
CI010103,7551.777193962386,8251.886143854219
CI010104,1208.665411153962,1251.721169930813
CI010105,5830.597900615692,6470.46120554571
CI020101,1133.120365708599,1004.9375531357881
CI020102,3043.56269864849,2699.263477265134
CI020201,25763.994614084542,22853.7645920931
CI020202,2444.631802749005,2178.407414041489
CI100101,1541.5596264368176,1163.8251665191315
CI100102,1149.2370790430145,866.1956694996824
CI100103,2010.9253095785773,1517.7434218406686
CI100201,1084.7984363601497,818.1297887862894
CI100202,313.13973648209196,236.24128169358949
CI100203,514.1694486771141,387.8918094189728
CI100204,908.4879077946439,685.3948339032196
CI110101,1039.794814540504,1002.4253000925569
CI110102,5889.943813098728,5547.742599168407
CI110103,2265.316131156099,2182.781150873502
CI110104,787.1526364910835,598.697988319397
CI110105,734.5262619691738,708.5070112251768
CI110106,448.5322528409021,421.8888718936958
CI110107,1163.542893679469,1121.535722005134
CI110201,1697.7320285614796,1637.5929772325583
CI110202,2198.7654036031054,2120.878147552527
CI110203,978.185079121122,942.8585160054411
CI110204,1614.4462368974507,1557.2574261422244
CI110301,47244.08279771173,45569.320788324556
CI110302,782.4043455675536,751.3933639582465
CI110303,1353.0245195444897,1304.7368619554186
CI110304,2319.767846253805,2234.7908225830865
CI110305,1201.7946368292269,1158.5636066200684
CI110401,4423.794548084429,4263.404095661728
CI110402,1417.015384467428,1366.4594761904407
CI110403,1244.3265209188644,1200.2485267124928
CI110404,365.41484427434557,351.8655861524975
CI120101,2526.024169268326,2609.8869544445297
CI120102,2838.39920273613,2932.2203953839976
CI120103,1696.8969555780009,1753.2721079536507
CI120201,6257.083185200039,6066.983626703418
CI120202,4346.518076083709,4214.014028925054
CI120203,3412.946960752151,3308.902909303177
CI120204,5806.20738426938,5629.204543000575
CI120205,1515.964004888255,1469.7496815181248
CI120206,5194.275872348805,5068.609486303145
CI130101,5036.926320784698,4717.987720941094
CI130102,1730.977723428315,1621.3720683827119
CI130103,2873.4468068216365,2691.6205736309876
CI130104,4365.855580586079,4089.409232539756
CI130105,1937.6564604039295,1823.0156586235648
CI130106,20972.193311571617,19645.725382774013
CI130107,3091.559781143713,2899.326703135173
CI130108,991.8330082533407,930.2270894873375
CI130109,5853.134968286402,5482.513987358879
CI130110,3345.3730349148027,3133.543741694151
CI130111,3778.3175339698782,3544.250017457848
CI130112,2655.2338875508767,2487.10427329213
CI130201,11439.298437308333,10715.400926334718
CI130202,6623.613952191668,6227.53097567605
CI130203,3180.769171608197,2979.36256699375
CI130204,3244.2833354426366,3038.8550276429046
CI140101,525.843218128354,486.80878537308945
CI140102,1623.8815342781584,1502.2249658488765
CI140103,8709.048516264618,8057.38264454907
CI140104,1363.7199926437117,1261.5539849599204
CI140105,4513.91002049586,4175.740781230318
CI140106,413.3793232646644,382.84950272335715
CI140107,605.1790637156544,559.8407808275787
CI140108,2293.656595258852,2122.3716438291117
CI140109,1373.528994855694,1270.6281361701442
CI140110,2817.795659095634,2606.9877611171955
CI140111,1542.5452058102578,1426.9821248325645
CI140112,490.0562369070801,453.342619003969
CI140201,2332.9426219302068,2158.7559992126417
CI140202,676.2323822753103,624.9583594869166
CI140203,761.377791133114,707.7059694743625
CI140204,1939.5191908939212,1793.2737125158314
CI140205,1864.3512202024456,1732.3322411195907
CI140206,999.9445146887912,931.8136869879331
CI140301,1717.1259497581748,1588.4837812056733
CI140302,651.8259263372886,602.9929904778799
CI140303,558.540489846468,515.5543852529107
CI140304,1267.96766459825,1174.1164980224528
CI140401,3709.2475850797177,3431.3613712217284
CI140402,405.8879731881853,375.48000642855965
CI140403,755.4232084468294,698.829056770194
CI140404,779.9718309227161,721.5385692065837
CI140501,2846.7869300454263,2633.940899151447
CI140502,2425.8524583741732,2244.7826165624697
CI140503,1379.1004359002204,1276.859828450633
CI150101,6490.823147279665,6707.132316916451
CI150102,2071.456908938464,2140.4890117028185
CI150103,2182.0312773406795,2254.7483313836
CI150201,2784.552579495954,2877.3488769577993
CI150202,1761.1892019444824,1819.881522340401
CI150203,2070.8965337512395,2139.9099666815314
CI150204,5549.883449076542,5734.835475325819
CI150205,112.12411506398054,115.86069365961879
CI150301,2181.532932197025,2254.233381783656
CI150302,1514.061019204966,1564.5177011000467
CI160101,4072.8561832512128,3735.207673330869
CI160102,1892.8309996474015,1735.9112435415677
CI160103,2448.104429277719,2245.8496732590243
CI160104,3103.2770187602323,2846.0086798050825
CI160105,1602.2359590754795,1469.4071704883202
CI160106,3400.846073418038,3119.0897051736424
CI160107,6063.070380172075,5560.428831384696
CI160108,855.7653899566799,784.8206099846783
CI160109,7184.154799646026,6588.5729637146
CI160201,4166.219384232221,3821.1124194627882
CI160202,17577.1376881936,16119.955405528883
CI160203,5903.2328182174315,5414.065405266602
CI160204,4821.146149534338,4421.4627950481345
CI160205,5429.432421230688,4979.428428104518
CI160301,1723.0528813829608,1580.2081192273718
CI160302,754.2021766358735,691.6772029858013
CI160303,700.3234985374937,642.2651834838531
CI160304,2319.0311342131854,2127.978137697894
CI160305,693.6814334682389,636.1737554475374
CI160401,3146.079494375341,2885.262762423122
CI160402,784.2735271061168,719.255574163736
CI160403,3667.769190790139,3364.37521521297
CI160404,906.4662414326389,831.3182474744086
CI170101,1498.4108964316997,1427.4382543729796
CI170102,2529.711415306492,2440.101001176648
CI170103,5073.895318594516,4891.769579180315
CI170104,1708.2253264960125,1644.5435299028368
CI170105,890.6821888063467,859.1313948694396
CI170106,1622.17232855348,1564.5629817125853
CI170107,1062.0401568966763,1023.6166003968207
CI170108,1435.0215524668786,1384.1885344963453
CI170109,802.7597729518128,769.8272672010404
CI170110,400.9499319210941,386.7470112350643
CI170201,3941.049949440769,3797.9430895206965
CI170202,3265.9626421292623,3145.7580737506632
CI170203,972.4385777351903,937.9917142040587
CI170301,4255.201382567603,4095.511966779067
CI170302,616.5734593695286,594.7324685082717
CI170303,1715.268277999701,1644.9014062895499
CI170304,816.6004574776863,787.6572455358274
CI170305,1844.3832994674935,1768.9601487199461
CI170306,1895.9883575014048,1790.994439516815
CI180101,6865.290012463401,6430.579277655187
CI180102,24578.359144523103,23022.055460731648
CI180103,4565.797425446789,4276.690749498441
CI180104,4961.323961005491,4647.17250350737
CI180105,2797.0788942860618,2619.9676167273055
CI180106,3226.0294100097594,3021.756963566237
CI180201,6449.294058077008,6040.924290725297
CI180202,1775.1371573242482,1662.7353209341272
CI180203,3451.0994582798544,3233.2352307224833
CI180204,2326.4162519641955,2179.107384945364
CI180205,3315.557077599507,3107.640554271024
CI180206,7052.829218353009,6606.243483602297
CI180207,2151.6990286368955,2017.0237090732537
CI180301,10414.102656529925,9754.680824472858
CI180302,3329.946792889576,3110.08610713786
CI180303,2700.7315025507246,2524.9400037153105
CI180304,6594.624447357424,6176.62069317406
CI180305,2141.4511506604217,2005.854280678431
CI180306,8072.581721191779,7535.816953109759
CI180401,3663.1436800372376,3431.1931270183322
CI180402,825.4149566937893,772.6405123329628
CI180403,1592.0774784083458,1491.267004109364
CI180404,3073.695074803692,2878.990435936346
CI190101,509.23240257828854,451.62612508044515
CI190102,1087.4582489116517,964.4408977812418
CI190103,6527.7645846002215,5790.108242942302
CI190104,1474.6142464371296,1313.1675564957593
CI190105,1144.4804277742608,1018.6532205385321
CI190106,2475.062582836431,2195.074237788193
CI190107,935.003521503888,829.7095387341926
CI190201,4350.636599403503,3858.737585780432
CI190202,1688.1775547396899,1499.2014348065152
CI190203,987.0581591701972,876.9476756166009
CI190301,2939.539923332487,2607.0081603057242
CI190302,458.8826718052229,407.2295342274741
CI190303,984.9046109166795,874.3045168825226
CI190304,1018.1058361450829,902.9338920142131
CI190305,937.7531937061572,831.995651947751
CI200101,10256.74511784899,10988.885886934691
CI200102,1817.8595550237926,1937.3210110496073
CI200103,2807.246695230986,2983.594807315807
CI200104,1424.2259607324415,1525.7225795259662
CI200105,3072.207284566468,3291.211137223711
CI200106,2675.077465059243,2862.0112839065346
CI200107,2321.147578317979,2485.3203198900433
CI200201,5436.600787275447,5812.774274624559
CI200202,2117.112062112023,2268.185839494069
CI200203,1148.2853692073447,1229.6639833889758
CI200204,3189.8404149303237,3399.4958713793285
CI200205,956.2354933042152,1021.6472622198221
CI200301,1834.7895978329234,1955.9325146371239
CI200302,2337.9683549151687,2504.5672582906845
CI210101,307.765099929127,231.98289887507755
CI210102,1418.9802024495368,1069.5699845155077
CI210103,540.5102431626879,407.71066882809
CI210201,2059.155851608983,1553.1566937177795
CI210202,481.511823253538,364.5787322756123
CI210203,720.8103758414586,543.2846178925506
CI210301,3955.4642827999337,2981.3501012599927
CI210302,1252.9761745331336,944.385244189174
CI210303,473.71608825816827,357.5762256777752
CI210304,592.7854013547008,446.7904469165733
CI210305,689.546426341814,519.7205510781092
CI210401,1061.345364278438,799.9504972456717
CI210402,923.8660134663771,696.3304239416824
CI210501,1420.5324848235828,1070.6747242180154
CI210502,962.3529011923894,726.6614355463021
CI220101,2574.43103242949,2660.2249484931694
CI220102,1693.588805147713,1750.0283092283744
CI220103,14257.178285171942,14732.304369782456
CI220104,3796.531486309275,3856.8262585443613
CI220105,1528.066822990716,1578.9785651286445
CI220106,4484.645119348224,4634.097679035334
CI220107,2033.9671087339811,2101.7498661424597
CI220201,3862.524342880531,3991.2444611507317
CI220202,3472.075547100049,3587.783829618437
CI220203,1689.6457187241492,1745.9538145727388
CI220204,1531.9295292081783,1582.9816736591208
CI220301,5878.738856231935,6070.343476970524
CI220302,1049.0826052913476,1065.8848351076538
CI220303,2048.4274703138017,2116.692120966724
CI220304,1129.4916643306315,1167.1324193851626
CI220305,4792.054973945896,4940.493175849727
CI220306,746.4753113826117,771.0149750531889
CI230101,2326.4237893643917,2179.0566302186135
CI230102,13995.732593763114,13109.521687288372
CI230103,19351.422893450836,18125.62473821417
CI230104,2726.670733233059,2554.0177027477935
CI230105,1300.2778380898874,1217.9441250228413
CI230106,1987.3831184114754,1861.5607515422819
CI230107,4286.446447353734,4015.0282920790664
CI230201,11398.322332823514,10676.579663592689
CI230202,3101.067986468708,2903.0712958410677
CI230203,4175.738078291277,3911.3300010148196
CI230204,1955.2067359681228,1831.4028897734254
CI230301,7167.022889091918,6711.767454962171
CI230302,2950.0668450619078,2763.270956093511
CI230303,483.12719792010745,452.4030129643048
CI230304,2389.77838909813,2238.45742389548
CI230305,1751.743825649748,1640.8232606569916
CI230306,1741.7740549531638,1628.0747348196362
CI230307,2137.8566213126296,2002.423975172231
CI240101,7803.506116067194,8068.060111044431
CI240102,2074.5323224287413,2143.666930685792
CI240103,1509.7192950173912,1560.0312760329707
CI240104,854.3650178273516,882.8370735827614
CI240105,1805.8694592606787,1866.0507875994142
CI240106,1147.841458763328,1186.093730381423
CI240201,2054.6171288897003,2117.6806927671632
CI240202,5094.110781214282,5262.207631684286
CI240203,1890.3172123460206,1953.257735471165
CI240301,2206.691542196275,2280.2303963135273
CI240302,2923.212807845311,3020.629997184755
CI240303,1108.9474877656671,1145.903595317579
CI240304,3012.2538058816217,3118.8239839556154
CI240305,880.271787268274,909.607183059524
CI240401,3745.152900766859,3870.195445485674
CI240402,1125.4971177119833,1163.2805137606233
CI240403,1744.0632037298346,1802.376505419554
CI250101,2860.832990930594,2547.4448061737344
CI250102,2147.3817627934845,1904.4618908961622
CI250103,1869.8644517636767,1661.814213959376
CI250201,4630.2107114876,4106.42391367052
CI250202,1319.8552597475984,1170.5482969887116
CI250203,5542.059856454998,4939.179415098824
CI250204,3378.580259413811,2996.382624633639
CI250301,4080.0343675613403,3629.6057957345342
CI250302,1448.1232647175887,1289.0161294717414
CI250303,582.5104011121919,516.6146466720335
CI250304,2316.385271582885,2061.336467924071
CI270101,2184.5895170952763,1937.4605738359346
CI270102,5675.3561574744235,5033.338619648943
CI270103,1767.1182780583708,1567.215239817021
CI270104,2289.487370197445,2030.491996276612
CI270201,737.0684400097997,653.6884992281601
CI270202,864.0135829378578,766.2731342102967
CI270203,4409.031044292447,3910.264925269518
CI270204,583.7080357962965,517.676795507646
CI270301,1763.2193632294154,1563.7573961917083
CI270302,1050.4529098099351,931.6217492075525
CI260101,8039.328103361293,7755.29490396399
CI260102,6131.444905448666,5938.685696010031
CI260201,3191.427996390474,3093.113835547018
CI260202,3596.880797243115,3487.387016851762
CI260301,10677.871398217068,10352.355397837773
CI260302,5544.471287122896,5375.447478702956
CI260401,13309.455046345198,12903.714925214354
CI260402,9274.6717209463,8991.36251276451
CI260403,8364.772473669987,8097.375032849401
CI260404,6177.368063799537,5987.8236771649
CI260405,9345.034052170959,9060.014198574376
CI280101,2230.726149830631,1762.5078151048413
CI280102,3388.2922383705773,2676.0568528670888
CI280103,1580.5895960279538,1248.342036217334
CI280201,27791.9943250794,21949.983028258768
CI280202,577.6397918271083,456.21711795984515
CI280203,1647.6392454654551,1300.1781420805887
CI280204,1864.0952167136986,1472.253406146928
CI280205,1996.2784018511873,1580.7526616844475
CI280206,525.1827145726074,414.7867732735241
CI280207,1128.2223428408302,892.1603741624778
CI280208,1750.3567900103678,1382.42334527385
CI280209,2857.7227572039055,2257.0156434550013
CI280210,513.0714313494223,405.22134034551834
CI280211,788.4751508387864,622.6693843541194
CI280212,2181.131600408925,1722.6472101964207
CI280213,2468.314690631978,1949.4630336191142
CI280214,2661.3213082986726,2101.383016516297
CI280215,793.1599958590434,626.4339322134559
CI280216,1483.8592711126098,1171.9448946218868
CI280301,4813.124729877822,3801.382693145323
CI280302,1325.4734706210156,1048.3384166334192
CI280303,901.8287789643983,712.2600171182667
CI280304,1590.6386894127895,1263.759506962347
CI280401,3216.136245113262,2540.0888732685776
CI280402,623.0609530196468,492.0905354948605
CI280403,845.6146867560406,667.8623985421422
CI280404,702.1526959671693,554.5568112859538
CI290101,22147.930917858263,21472.7489031392
CI290102,9805.287187458838,9506.371969256805
CI290103,3005.817034968324,2914.1843927812347
CI290104,9083.560047800396,8806.646769773966
CI290105,7514.148607687386,7285.078993619656
CI290201,2990.7242415230653,2899.5517082368615
CI290202,1122.9910026073458,1088.7565056791493
CI290203,1213.1007935042476,1182.543118726973
CI290204,5437.995545923948,5271.3855859059895
CI290205,2935.0477008024845,2845.025402965498
CI290206,1216.4661806527306,1179.8056286451863
CI300101,6025.662731567231,6226.470292713947
CI300102,4059.1123900993193,4194.383911241271
CI300103,1867.3425699647735,1929.5724936186969
CI300104,961.0584192213911,993.0860650888701
CI300105,2932.269866325807,3034.055773906382
CI300106,2193.212354660501,2266.751509550038
CI300107,2583.7365609456515,2670.1590490135495
CI300108,1373.0121822971926,1420.2070019869252
CI300201,3269.880860773489,3378.8509355079896
CI300202,1031.7698158276432,1066.1539411048093
CI300203,1491.4023252536267,1541.172935060835
CI300301,1680.4609615626289,1736.4629756784907
CI300302,4920.530925630118,5084.509557490724
CI300303,6797.377521827407,7033.764440144978
CI300401,1805.4932912379502,1865.7147940941882
CI300402,2088.9340675587746,2159.2942073663066
CI300403,1532.5506395729735,1583.6234936908763
CI310101,10511.762403494933,8304.111744146026
CI310102,908.2457471239803,721.7429424162004
CI310103,1181.1029841343563,935.9907801699408
CI310201,3241.0835058333273,2560.157491408348
CI310202,2002.5813411904173,1603.8677377376434
CI310203,1606.799403523464,1270.5708070217393
CI310204,2167.9194465332885,1721.4475317447566
CI310301,7439.578352359225,5880.352971427583
CI310302,7010.431583253307,5542.884105549373
CI310303,2627.903053306132,2082.9172750692733
CI310304,2944.9765945939466,2325.928297335026
CI310305,3384.5399717377686,2686.64379468572
CI320101,3719.7457340759383,3402.9520762625866
CI320102,1059.5966062601874,971.7537817277162
CI320103,265.2056591169507,243.21954313166
CI320104,2710.566728869841,2485.7002283666634
CI320105,1146.2568361788403,1025.4868302424745
CI320106,522.2258546922722,478.71154701663
CI320107,2007.2056330966016,1840.8039828721205
CI320201,2681.1147913009504,2459.3627672225794
CI320202,8463.33708107939,7762.1213675527015
CI320203,998.2824634271511,916.1930438995362
CI320204,2257.3169127997235,2071.595958851833
CI320205,3362.9626903001,3084.1658876676174
CI320206,1621.8886699012685,1487.6067632076786
CI320207,1821.716971217417,1670.692738266551
CI320301,16462.62621240008,15097.839305358775
CI320302,1291.4318289466933,1184.3693773026557
CI320303,263.14266899239783,241.3275795833737
CI320304,874.2157393740674,801.7413779990347
CI320305,2221.732861162634,2037.5464348054404
CI320306,1836.4586086114243,1684.2122589354424
CI320307,654.1139290155147,599.8864845687267
CI320308,3089.4016719303886,2833.2836517600454
CI320309,743.6580144293166,682.007170884282
CI320310,394.3399886103238,361.64835618243495
CI320311,798.0863276930418,731.9232573280146
CI320401,1907.8258563088443,1752.616988203105
CI320402,1626.6623470820641,1490.4927693378693
CI320501,6511.289094883786,5971.982829729715
CI320502,1146.1102819480147,1051.339981951433
CI320503,2135.3173849017007,1959.0546151493115
CI320504,1625.5736484485512,1491.7460082647842
CI320505,3275.6618971712446,3004.102511979085
CI320506,981.20307262458,899.8592414701685
CI330101,2629.2907372374157,1981.7323030470632
CI330102,1001.1547721005539,754.5840158418118
CI330103,1277.620823326999,962.9602490471854
CI330104,1260.6775890600443,951.0064335605674
CI330201,5688.954968771514,4290.177512947719
CI330202,2129.1491575785712,1604.7687733500618
CI330203,710.9667844669493,535.8653682158273
CI330204,835.6710825422232,631.616744623932
CI330205,1942.3087271395857,1476.95061408258
CI330206,1876.0263196636652,1413.9866339837797
CI330207,3745.010292664928,2822.6653707022774
