ADM3_PCODE,Walking_Only_Travel_Time_to_Healthcare_min,Walking_Only_Travel_Time_to_Healthcare_max,Walking_Only_Travel_Time_to_Healthcare_mean,Walking_Only_Travel_Time_to_Healthcare_median,Walking_Only_Travel_Time_to_Healthcare_stdDev,Motorized_Travel_Time_to_Healthcare_min,Motorized_Travel_Time_to_Healthcare_max,Motorized_Travel_Time_to_Healthcare_mean,Motorized_Travel_Time_to_Healthcare_median,Motorized_Travel_Time_to_Healthcare_stdDev,Travel_Time_to_Cities_min,Travel_Time_to_Cities_max,Travel_Time_to_Cities_mean,Travel_Time_to_Cities_median,Travel_Time_to_Cities_stdDev
CI220301,0.0,261.0,72.64897683831794,66.74536485796905,45.199460685081434,0.0,164.13711547851562,30.11275694353122,20.51546306264206,30.47642813918503,9,340,87.53670918882652,72.61745429458433,62.39114255591172
CI220302,0.0,142.0,57.228847583643095,55.0,30.28464518449079,0.0,73.1093978881836,22.33624613875349,15.377095543421234,18.122279044728295,12,108,54.67398831651617,53.0,22.884228479371046
CI220303,0.0,188.0,92.66522176779443,92.0,40.2294417063962,0.0,132.02439880371094,43.51472016622343,37.55793126424154,28.240400814536738,42,390,202.53727567038152,189.00000000000003,73.58242950389125
CI220304,0.0,131.0,55.636049990349356,56.0,26.182612195414237,0.0,72.53772735595703,19.13363761672686,16.827776129546507,13.65647355412135,36,145,80.95987743678825,80.0,17.743178314967725
CI220305,0.0,291.0,113.73723219557759,110.34623217922606,57.74821892520077,0.0,158.07569885253906,34.51660877733785,26.3526103886691,27.521043871043116,22,337,128.80876715226182,114.63399826539461,72.38824752312878
CI220306,0.0,142.0,65.95759629982699,63.0,31.20392255163917,0.0,87.58171844482422,22.45843187839985,17.58085823059082,18.65284566819566,9,101,52.700278925255105,51.00000000000001,19.20229695530168
CI230101,0.0,233.0,79.93817622162369,68.0,51.41867800855137,0.0,86.96125030517578,19.597210258085394,14.741325166490343,16.723503977542066,30,150,69.59782993459021,63.00000000000001,25.099376402155396
CI230102,0.0,246.0,112.3083503998148,113.0,50.05810335401493,0.0,56.705562591552734,16.068798806648292,15.610384196839771,8.507122473629694,7,235,62.26534286661003,47.0,47.069491965731274
CI230103,0.0,313.0,91.59166821417524,84.20833333333333,53.26335844004745,0.0,111.37472534179688,18.619109357973983,14.208359640447553,17.310133762603485,0,152,41.73490869699785,34.0,32.84482900231816
CI230104,0.0,158.0,80.7832780546638,78.00000000000001,37.940758457906966,0.0,70.63648223876953,19.78905959234289,17.81375741958618,11.507788737885155,5,105,37.79404409286818,37.0,18.314071241623353
