ADM3_PCODE,scale_min,scale_max,scale_mean,scale_median,scale_stdDev,offset_min,offset_max,offset_mean,offset_median,offset_stdDev
BF130001,-2.5934301808509708,0.28711594975833404,0.03432424808190004,0.03963493914043093,0.10120148236489103,-0.22505173318911278,11.581489934397506,0.1610096330337873,0.09508486420400881,0.45162929311148514
BF130002,-0.5285187475161538,0.9283703679130191,0.08485143233338066,0.05048364969496982,0.104690287198141,-0.3500161810689384,14.009105953432265,0.3272092952949141,0.15258708547800806,0.8974217623541969
BF130003,-0.01606506792207559,0.2554187539610125,0.051876997489803824,0.045841188458538566,0.022546630313813543,0.03213341977347487,0.9843327060696625,0.10158244166660539,0.07599507647854918,0.07735965579972837
BF130004,-2.976782344636463,7.7269604958239055,0.3506226867367833,0.28032955542588184,0.5630746919176031,-0.25984857355554897,73.1814954053788,5.194853760312568,1.2422617838384775,7.826355408295452
BF130005,-0.07752344742627992,0.9414428577181839,0.05483024874140484,0.043010239022587514,0.05397748593992673,-0.25984857355554897,4.88937484064982,0.13117231992647857,0.10758108982840077,0.23082735702415957
BF130006,-0.04736482298938513,1.7629624363921939,0.10540569399812812,0.05830652001063996,0.14697335976793227,-0.37180456097814296,7.228414772521882,0.25233651405815216,0.13980428911094225,0.49728635008801486
BF130007,-1.1512506955436297,0.3911108619400433,0.0513212482520821,0.05051927559162267,0.07363472011271387,-0.0435801814171663,10.503841272422246,0.27848282297124977,0.15234724180522777,0.6851632673874836
BF460101,-1.0509626522197366,1.153878867604016,0.03934361865483019,0.03942332493923799,0.0680817481996107,-0.2658722122848433,11.788960618560115,0.1518505326560867,0.08540677444662216,0.4653906097861559
BF460102,-0.25765292665788103,2.0336391485872722,0.06565199881468577,0.04023350619193447,0.13680679680313065,-0.27768428233407794,14.02952010432879,0.27414971118051945,0.09329622826229125,1.0098640270192012
BF460103,-0.29246698888337486,0.5358232295229322,0.040200206765885066,0.041082509440508126,0.029978050854039623,-0.07222366149237912,5.516539994449842,0.11516582503343552,0.07497630527648136,0.18764460260816201
BF460104,-0.6156166839798625,0.269366485199758,0.038967645651088526,0.04096463371237285,0.028923768373319135,-0.30206487370014656,2.916117027791361,0.09193741109776185,0.06909054071599338,0.12721707066559423
