ADM3_PCODE,degRural_mean,degRural_median
BF540103,1.0,1.0
BF540104,0.982203601177116,1.0
BF540201,0.984861797112462,1.0
BF540202,0.984887353635925,1.0
BF540204,0.9898954375919441,1.0
BF540205,0.9362470803716959,1.0
BF540206,0.973361654711331,1.0
BF540207,0.9545678809308445,1.0
BF540208,0.9958115872110872,1.0
BF540209,0.9727176436603293,1.0
BF540210,0.9759202011868433,1.0
BF540301,0.8811610382361149,1.0
BF540302,1.0,1.0
BF540303,0.9560917406867295,1.0
BF540304,0.9574139406717742,1.0
BF540305,0.957714712937292,1.0
BF540306,0.9819389110225762,1.0
BF540307,0.9019806139436466,1.0
BF540308,0.9933190712087507,1.0
BF540309,0.9523205342237062,1.0
BF540310,0.9672377343668773,1.0
BF540311,0.9903379079865718,1.0
BF540312,0.996666535942586,1.0
BF540313,0.9660022665155656,1.0
BF540401,0.9568568474480684,1.0
BF540402,1.0,1.0
BF540403,0.9722098380145638,1.0
BF540404,1.0,1.0
BF540405,0.9680527383367141,1.0
BF550101,0.9808003614049617,1.0
BF550102,1.0,1.0
BF550103,0.9889967637540453,1.0
BF550104,0.9735783084839688,1.0
BF550105,1.0,1.0
BF550106,0.9970167278160709,1.0
BF550107,0.9521899796614054,1.0
BF550108,0.9446354260901031,1.0
BF550201,0.9713036703601108,1.0
BF550202,0.9365651917037221,1.0
BF550203,0.9802123980134798,1.0
BF550204,0.9971476169192637,1.0
BF550205,0.9556247341351173,1.0
BF550301,1.0,1.0
BF550302,0.9854355069014755,1.0
BF550303,0.8835602137965594,1.0
BF550304,0.9949411788045311,1.0
BF550305,1.0,1.0
BF550306,0.953945893430984,1.0
BF550307,0.961643753196354,1.0
BF560101,0.9975747361693386,1.0
BF560102,0.9925113765788035,1.0
BF560103,0.9934627118209554,1.0
BF560104,0.9970409509184657,1.0
BF560105,0.9983308623550551,1.0
BF560201,0.9825729936600394,1.0
BF560202,0.9914833796864183,1.0
BF560203,0.9831057455187898,1.0
BF560204,0.9937043514041766,1.0
BF560205,0.9907323951852067,1.0
BF560206,0.9913923220477111,1.0
BF560301,0.9943497775113168,1.0
BF560302,1.0,1.0
BF560303,1.0,1.0
BF560304,0.9811902205538845,1.0
BF560305,0.9842226157974926,1.0
BF560306,0.9999253164714522,1.0
BF560307,1.0,1.0
BF560308,0.969339472511617,1.0
BF560309,1.0,1.0
BF560401,0.9980662553983703,1.0
BF560402,0.9952808489713044,1.0
BF560403,0.9947852227527889,1.0
BF560404,0.9908448744760485,1.0
BF560405,0.9987385292735412,1.0
BF560406,1.0,1.0
BF570102,0.9615757543992977,1.0
BF570103,1.0,1.0
BF570101,0.9948295788641295,1.0
BF570104,0.9944961257041721,1.0
BF570105,1.0,1.0
BF570201,0.971927635683094,1.0
BF570202,0.9741996843255494,1.0
BF570203,1.0,1.0
BF570204,1.0,1.0
BF570205,1.0,1.0
BF570206,1.0,1.0
BF570207,0.9863164999693195,1.0
BF570208,1.0,1.0
BF570301,0.9943312817972219,1.0
BF570302,1.0,1.0
BF570303,1.0,1.0
BF570304,0.9693629291442645,1.0
BF570305,1.0,1.0
BF570401,0.9787591453679667,1.0
BF570402,1.0,1.0
BF570403,0.9914805874965488,1.0
BF570404,0.9728212598145449,1.0
BF570405,1.0,1.0
BF570406,0.9925130141430631,1.0
BF570407,0.9952492822690171,1.0
BF570408,0.9746167628907028,1.0
BF570409,1.0,1.0
BF570410,1.0,1.0
