ADM3_PCODE,young,elderly,working,dependency_ratio
BF130001,67.53716674232908,3.2643080438982275,124.7655737416975,0.5674760485837848
BF130002,418.4840659026676,19.95826089929205,785.0452974730237,0.5584930299095585
BF130003,165.3587048462461,7.876673647412253,309.9025660787161,0.5589994967955705
BF130004,10909.894730826318,513.5504643280456,20656.296750940735,0.5530248394903657
BF130005,119.01178506897422,5.905500369761344,211.40536603213528,0.5908898519621643
BF130006,396.4439848510957,18.988446136165052,735.5967621883499,0.5647556546488566
BF130007,220.91027909010506,10.541791806819164,411.65117695686206,0.5622529069585988
BF460101,173.260454597658,9.23579513415703,191.8256979042347,0.9513649720848287
BF460102,76.31641954898322,4.069070968400873,84.46751430053902,0.9516734472778385
BF460103,138.99012785438927,7.411221449362785,154.09371844112903,0.9500799304786988
BF460104,217.0179759618936,11.58152607601086,240.54111755557503,0.9503552006450143
BF460105,145.51022645543856,7.760484892575156,161.04975397091079,0.9516978919179092
BF460106,144.23882319814572,7.672148642273313,160.15130383310938,0.9485465819168263
BF460107,63.26434711416562,3.3731550781052864,70.02139494182981,0.9516734456322948
BF460108,60.81757445953308,3.245225618575179,67.31098891646417,0.9517435579146363
BF460109,90.57022604860632,4.83861753946529,100.23502145463821,0.9518513809192856
BF460110,92.35043401571497,4.918969845292749,102.35177038730069,0.9503441268571983
BF460201,99.89323356527902,5.326149455905506,110.56248693160289,0.951673446765685
BF460202,277.5374702561354,14.74666019649748,308.58770200093704,0.9471671377615215
BF460203,54.39145417030677,2.8741676897746804,60.36505648834998,0.9486551523584394
BF460204,163.07194499742715,8.6947385647323,180.48909969274553,0.9516734465104284
BF460205,693.1539475787018,36.946933643350995,767.4880727376799,0.9512862898542978
BF460206,173.1127193261978,9.217882155110939,191.22375969187766,0.9534934454541705
BF460301,284.854636343992,15.22484344731356,315.0223212073882,0.9525657694387779
BF460302,63.25939504350899,3.3728910324339503,70.01591378460708,0.9516734478525363
BF460303,50.753108753993004,2.7060756069713263,56.17387415093231,0.951673445511806
BF460304,250.53649145056514,13.35798914033212,277.2735706998067,0.9517476906466702
BF460305,155.43154609422015,8.287364558294872,172.03265589868445,0.9516734470979414
BF460306,139.24201822233604,7.424164495672105,154.11398003807514,0.951673447676668
BF460307,61.90093667440168,3.3582418809922023,68.0796776698627,0.9585706159164529
BF460308,20.91320422238764,1.1144679929074683,23.088374793336936,0.9540590194183813
BF460309,366.19655153090815,19.525021774031952,405.30874778351716,0.9516734474997344
BF460311,40.94055833572957,2.182885910371318,45.31327881261708,0.9516734470800102
BF460401,298.12089404541837,15.712727059445635,334.9818341308759,0.9368675824440397
BF460402,499.45662413951806,26.630238395850622,552.8018720664394,0.9516734459830847
BF460403,68.08545175423325,3.630208758980954,75.35742508059691,0.9516734473943644
BF460404,116.58034977334206,6.215880132185505,129.03189672643467,0.9516734468057338
BF460405,202.64823784898385,10.804883984450205,224.29240028604306,0.9516734475230301
BF460406,271.6452722421282,14.483696903172985,300.6587713923511,0.9516734463466261
BF460407,202.78287316954362,10.837597986988197,224.41816921876554,0.9518858116532088
BF460501,174.29945371823428,9.293371597045926,192.91577995207328,0.9516734471430528
BF460502,85.92908122383177,4.593151134026578,95.09635823604802,0.9519000941462367
BF460503,89.85220548553553,4.790777689666675,99.4490110404749,0.9516734473778057
BF460504,146.1417366138498,7.792938492157748,161.74982162562728,0.9516837394868477
BF460505,164.74370958985583,8.794116792797507,182.31766028352658,0.951843206592167
BF460506,167.4202737791511,8.926584597299758,185.30185858111335,0.9516734463796942
BF460601,113.20885422771892,6.150515170368892,124.50339283556599,0.9586836686107664
BF460602,69.80790892467904,3.730348057294318,77.22994174105504,0.952198788761753
BF460603,101.06769908956379,5.397260253534927,111.80324959775265,0.9522528166769739
BF460604,152.35654719152737,8.130550477630015,168.60005829744748,0.9518804399582291
BF460605,97.9420049839366,5.2221130110509195,108.40285408216441,0.9516734487156014
BF460606,95.69091161676774,5.137088776022289,105.76834220794343,0.9532909213473295
BF460607,148.16013432867425,7.9132932307739425,163.8919150672286,0.9522948553955619
BF460608,318.9215317769193,17.01250527546443,352.9513021987988,0.95178579866287
BF470101,626.1811792246003,26.28827083090775,765.2791398114275,0.8525901414433995
BF470102,57.137751452314646,2.4004139590136515,69.91279164987272,0.8516061797317271
BF470103,381.6473893519656,16.08482627923941,466.3446383856622,0.8528718524738019
BF470104,70.6670519357567,2.968922203803041,86.47341723931807,0.8515446305975134
BF470105,456.6280782284493,19.23785695845934,557.9593925386813,0.852868401447187
BF470106,448.6203953760864,18.91442101711429,548.1260424072271,0.8529695366049554
BF470107,917.0802138835164,38.53253219704158,1122.3762065518677,0.8514192839283046
BF470108,192.7607360877335,8.140259540961376,235.50759265940167,0.8530552809787499
BF470109,408.50033989587837,17.15297220750125,499.41005400726783,0.8523122606121686
BF470201,77.84930843792026,3.399097788727018,94.9442846369587,0.8557482584372428
BF470202,44.040661406028285,1.8489102997784366,53.8237183746994,0.8525901422555332
BF470203,50.61113763561325,2.1252921418231225,61.88061287558851,0.8522286274614539
BF470204,155.32270205059842,6.520965303114222,189.82338043962164,0.8526013338235292
BF470205,197.71400977605185,8.358540320202854,241.5455158370408,0.8531416920829199
BF470206,54.12832311337804,2.2759460562740426,66.21957941577122,0.8517763124937415
BF470207,92.50597524974026,3.8838704476574684,113.06960433321984,0.8524823825626354
BF470208,24.650647420501834,1.034880823120843,30.126466341970193,0.8525901429016687
BF480101,187.61065103183444,11.354853792924114,204.09961900035663,0.9748450575226741
BF480102,156.91344854014596,9.4969515693677,170.7044611271786,0.974845056835007
BF480103,115.60914612589201,6.997070466619422,125.76995230784037,0.9748450591156683
BF480104,290.37068194617495,17.495644455536855,315.6833042557607,0.975237911702433
BF480105,453.5407307004703,27.89076640313757,497.13351165041786,0.9684148942309655
BF480106,124.58168381883249,7.578593999336497,135.68578022850946,0.9740171563711161
BF480107,417.4562096103207,25.26591282834603,454.1461423034309,0.9748450580096937
BF480108,121.3894095431141,7.359231077869476,132.06300136624577,0.9749031847605023
BF480109,88.72455853875246,5.388128473083584,96.59570725419003,0.9742947144036126
BF480110,691.5120668588004,41.85273267728075,752.2885749984011,0.9748450580119999
BF480111,448.7991809997483,27.20986592900599,488.4437437306369,0.9745422129743972
BF480112,49.37542736692781,3.1082853044651673,54.70760071327721,0.9593495599717553
BF480113,70.68361113900389,4.3709427108879835,77.26957682125476,0.9713338281056356
BF480202,64.48555852023189,3.902891900072754,70.15314896642778,0.9748450558225457
BF480201,315.3486499746911,18.79402392618814,342.29235856228627,0.97619086591463
BF480203,76.94684105174822,4.657092356299936,83.70964471118809,0.9748450574553867
BF480204,230.22714168207432,13.934153100241776,250.46164338328245,0.9748450560498603
BF480205,263.80736151462025,15.961037641356196,286.85816801290025,0.9752847586455863
BF480206,256.9469852788435,15.46886760458382,279.2169478704218,0.975642255819834
BF480207,244.89241815325028,14.813546087199166,266.21478257459097,0.9755504999715114
BF480208,159.56784121382574,9.657604727781647,173.59214668674065,0.9748450559055919
BF480301,270.80136967144006,16.134707275199744,293.9278292397671,0.9762126903355453
BF480302,78.4210042109309,4.745232749550554,85.31051227632278,0.9748650516961384
BF480303,205.37131086212355,12.430856540538318,223.42060010359617,0.9748526648915582
BF480304,156.1378119691196,9.28354718438677,169.4204970448156,0.9763951944359404
BF480305,178.10926672197462,10.800546764154248,193.69573602092115,0.975291544186211
BF480306,359.20039158990767,21.74948488934767,390.76450809540825,0.974883513182941
BF480307,515.1141537436339,31.18799482582206,560.3801607251696,0.9748777470324864
BF480308,105.14022838774363,6.363454925216238,114.38092898029024,0.9748450577121456
BF480309,93.876589245645,5.681740037613439,102.1273366950544,0.974845056231449
BF490101,294.9817042050937,15.733433382742023,315.57038238736885,0.9846143837618664
BF490102,123.49019442185902,6.62250121611876,131.97899405298253,0.9858591253222043
BF490103,409.2709079071169,21.835642775486235,437.54853033299827,0.9852771082433017
