ADM3_PCODE,scale_min,scale_max,scale_mean,scale_median,scale_stdDev,offset_min,offset_max,offset_mean,offset_median,offset_stdDev
BF520507,-0.4564488864769893,0.24097580919104594,0.03314733399223731,0.0370837564804661,0.0292022805862738,-0.2785768473858341,3.217827101692646,0.09006918894151675,0.053747225680935,0.15987244196016784
BF520508,-0.1775669695454694,0.19668213651554348,0.03675550006348367,0.036252566814967746,0.020235150056216247,-0.08871155893125217,1.1687239097719568,0.07315723874397478,0.05075264533866752,0.09588598923301207
BF530101,-0.7818097618874162,0.11275389125304562,0.033717461216388356,0.03691968790392127,0.028752069213394568,-9.637756988273136E-4,4.210773271613843,0.11060033625074325,0.07861819168176516,0.15002931121255209
BF530102,-1.8006637266704015,1.2115509595189775,0.047430806896992195,0.038555960397511746,0.12062869088159371,-0.0669311452767856,32.52956866650354,0.6711559264819664,0.12223628632033395,2.4182541078155704
BF530103,-0.057941436321319394,0.13195627799168938,0.03918829270131166,0.03852580539759359,0.015832987402653105,0.009164127839973108,0.6842402879265137,0.08817113618963872,0.06808514527954511,0.08162060948062153
BF530104,-0.08763930406365987,0.1286187022591808,0.0377707086672761,0.03757969625033173,0.020056108420294566,0.032314508515853616,0.6378047519745971,0.1043114313569056,0.0807774824872783,0.0778760121046688
BF530105,-0.08125682074266176,0.10873097176867998,0.03233457180670515,0.036687125753549994,0.017717741988287114,-0.053514924902888845,0.5834332467500298,0.11126666845579634,0.07624004508784683,0.08572011575680621
BF530106,-0.18516852051973165,0.18405764733463348,0.028669028652234696,0.032355411925724165,0.02338588661493818,-0.14479880269417272,1.1893046063501278,0.12520397432315278,0.0972835981232509,0.10448739643967508
BF530107,-0.38246301393415444,0.22592727058578194,0.03720085162812029,0.03739842382937158,0.01705899239900521,-0.12680324473157747,1.9224942212091438,0.08473180208970363,0.0697980806385895,0.07078548086324073
BF530108,-0.11517026749095835,0.08067991516214706,0.03068323839876515,0.036614578072295526,0.01993982319509922,0.009681725623695889,0.8448493782752415,0.12203376149566363,0.08012201295901179,0.10361898791063319
BF530109,-0.1452713764960035,0.09377473666210703,0.03517842282858063,0.036581700691787636,0.011405734800795141,0.01679462460257734,0.9732759861896435,0.09456915279481155,0.0800570106743461,0.057138680819521635
BF530110,-0.7818097618874162,0.11390315072258957,0.0351909394008829,0.03710259415279393,0.0329193339410404,-0.03850286066465612,4.210773271613843,0.09851755174195426,0.07443378405108475,0.17122717773911267
BF530111,-0.056061627146499676,0.4738862313284439,0.04084278861975926,0.04066397173261113,0.024191204984219807,-0.380050444752366,1.4257209808343934,0.08335558308343695,0.06629924607023595,0.08028875223248605
BF530112,-0.1755394832583815,0.14356683691481262,0.036338335562597655,0.038133871632602,0.013962544303801868,-0.10161865428796903,1.136539667935895,0.08826849965697829,0.07381604736666487,0.06469271176318929
BF530113,-0.7970826897813129,0.33312506727885366,0.030541273454549957,0.03606732514703428,0.0444184737316964,-0.2762054883281789,3.682196242976629,0.1416043752802863,0.08504104231130337,0.20591094191484394
BF530201,-0.020376520780181245,0.052629892758670305,0.035656642906292314,0.03633455496972038,0.007725502468372079,0.04987879771769734,0.3650539571508056,0.08278531161053171,0.07365748119798926,0.04007745470000299
BF530202,-0.04742058479903443,0.15672878393143902,0.03448025282204079,0.03666297394253031,0.012895366576867285,-0.12053780362337074,0.5360911610353339,0.09392811100478199,0.07212450620368155,0.062261671520529
