GID_3,young,elderly,working,dependency_ratio
BEN.12.6.4_1,10064.502075571774,754.1320551327715,12266.777307300763,0.8819459145366296
BEN.12.7.1_1,7989.225093529591,600.4878294856928,8496.74878301128,1.0109411425920793
BEN.12.7.2_1,5321.550799731136,395.6032231184982,5534.916889220271,1.0329249991060003
BEN.12.7.3_1,6654.387846055566,494.554127847204,6942.116236638202,1.0297928945892623
BEN.12.7.4_1,2856.9711106028917,212.38676882755811,2971.5205674255158,1.032924999098929
BEN.12.7.5_1,5786.840831867707,398.83212678417857,6966.726283983078,0.8878880418874957
BEN.12.7.6_1,20850.692491052432,1601.6233741286042,22222.39886462757,1.0103461827840485
BEN.12.7.7_1,11520.31195108407,861.3358381232018,12033.284229040913,1.0289499984821786
BEN.12.7.8_1,2007.5619621662238,149.24183051054752,2088.054595090668,1.0329250000204702
BEN.12.8.1_1,1602.6572811794276,131.85506727585118,1959.5465389087133,0.8851600684213615
BEN.12.8.2_1,5420.917351066534,450.3807093903148,6656.558425794939,0.8820320779736397
BEN.12.8.3_1,2272.2072548557708,186.94080395101636,2778.1958856983733,0.885160067893706
BEN.12.8.4_1,10160.633612246089,822.2029257801224,12484.031417228654,0.8797507929104768
BEN.12.8.5_1,6387.30012124188,456.1641818087651,7662.11706504059,0.8931558008001267
BEN.12.8.6_1,3627.6086931488317,298.4534460795952,4435.426180422895,0.8851600679450597
BEN.12.9.1_1,5993.276643054891,417.34019544192057,6848.206001149321,0.9361016355846962
BEN.12.9.2_1,5087.677629694764,352.14278602587274,6280.655009310243,0.8661231046215434
BEN.12.9.3_1,3610.4657271529095,248.9113916303871,4489.301353045495,0.85968323693956
BEN.12.9.4_1,4906.242811737674,367.11307395799827,6300.071847110429,0.8370310710209333
