GID_3,primary_school_age_girl_BEN_2020,secondary_school_age_girl_BEN_2020
BEN.9.2.5_1,1582.9664549509682,1340.7598740858186
BEN.9.2.6_1,915.4465477812525,775.3758706560322
BEN.9.2.7_1,1049.5493762446386,894.716266379637
BEN.9.3.1_1,1250.1221990043048,1279.3035351491442
BEN.9.3.2_1,701.6017669864731,706.4393108741908
BEN.9.3.3_1,2058.0889693278896,2106.018692401811
BEN.9.3.4_1,876.8166784417397,828.7047974119
BEN.9.3.5_1,1274.22310553906,1265.6514937494312
BEN.9.4.1_1,857.312123708164,837.9352051155241
BEN.9.4.2_1,413.84988811483566,408.78253643980213
BEN.9.4.3_1,862.0721327519881,833.1817332997042
BEN.9.4.4_1,399.38022686266424,387.3539240780999
BEN.9.4.5_1,1006.2242769390926,1013.4751272949519
BEN.9.4.6_1,698.8048188602223,679.0677099676693
BEN.9.4.7_1,206.79261985105626,199.51724966086593
BEN.9.5.1_1,580.9086281944724,514.1019573735256
BEN.9.5.2_1,2154.2413218367333,1950.9188324423399
BEN.9.5.3_1,1417.7373256832946,1307.6836037579708
BEN.9.5.4_1,1692.015894244699,1576.174564628975
BEN.9.5.5_1,2886.288882872638,2693.6912929123528
BEN.9.5.6_1,778.8169024523568,726.2433708116121
BEN.9.7.1_1,1119.1875051872405,1068.4995731353758
BEN.9.7.2_1,1256.4245483922025,1216.0227303374047
BEN.9.7.3_1,1080.5618558995864,1038.5206145567051
BEN.9.7.4_1,887.7772941907248,840.4973535238528
BEN.9.7.5_1,1654.5754882401113,1581.4835475547645
BEN.9.7.6_1,4664.556645688824,4520.117704765468
BEN.10.1.1_1,821.8531702976602,728.7808279000076
BEN.10.1.2_1,1313.2711377312155,1186.9418289483763
BEN.10.1.3_1,2409.459460557676,2339.743604703043
BEN.10.1.4_1,2673.393101112515,2409.389009064319
BEN.10.1.5_1,2741.8663629569255,2628.508708370434
BEN.10.1.6_1,1861.932515566957,1729.5598256429034
BEN.10.2.1_1,676.1075244155584,619.9512474695841
BEN.10.2.2_1,544.7135408401491,508.51954981112016
BEN.10.2.3_1,182.54059153912112,169.28130720175946
BEN.10.2.4_1,1727.062392204883,1584.0606328104057
BEN.10.2.5_1,614.6441934847364,563.59134907255
BEN.10.2.6_1,830.5836060841879,774.5912707983277
BEN.10.2.7_1,914.0684062714671,837.7775993926854
BEN.10.2.8_1,469.4415594512342,433.8214022692513
BEN.10.3.1_1,2005.0204286407022,1847.6872897054634
BEN.10.3.2_1,739.982907073638,690.4253783160565
BEN.10.3.3_1,579.5568112588396,547.786577910068
BEN.10.4.1_1,2301.169195496802,2032.0634511012656
BEN.10.4.2_1,1046.2521826650582,923.0469878851197
BEN.10.4.3_1,915.1344491846422,821.4813007429534
BEN.10.4.4_1,1936.3348830279185,1713.9632174024393
BEN.10.4.5_1,691.644540083642,624.3755060083724
BEN.10.5.1_1,3098.7229339001224,2739.3337273691213
BEN.10.5.2_1,1808.744775839413,1603.640990044089
BEN.10.5.3_1,1631.7625796149755,1444.446844961129
BEN.10.5.4_1,682.261138975854,605.0843903485467
BEN.10.5.5_1,821.7383294498218,743.298482019761
BEN.10.5.6_1,1221.1362921022903,1082.5922423119637
BEN.10.5.7_1,616.6199820724188,547.0497273613425
BEN.10.6.1_1,324.1777802280351,314.218241631751
BEN.10.6.2_1,815.2000585743025,769.2390247737659
BEN.10.6.3_1,959.8106703739542,913.2043677760104
BEN.10.6.4_1,823.9715994872298,795.7938493036759
BEN.10.6.5_1,376.22618293014233,364.9262299649857
BEN.10.7.1_1,1383.0987384571747,1248.3721400691013
BEN.10.7.2_1,715.013064620074,641.3267357620539
BEN.10.7.3_1,1613.3947599747605,1462.5633841271497
BEN.10.7.4_1,606.0850866429946,549.6082999210731
BEN.10.7.5_1,437.92365433936027,395.4572319928338
BEN.10.7.6_1,2133.469325218949,1926.8468765782372
BEN.10.7.7_1,245.96303676530428,225.48161383236157
BEN.10.8.1_1,4832.8746023739095,4898.460854444316
BEN.10.8.2_1,1435.6260764626895,1456.9520933562633
BEN.10.8.3_1,1228.5905853168638,1246.8288539699479
BEN.10.8.4_1,5091.373368745691,4833.64721619849
BEN.10.8.5_1,6446.097059780944,6059.298159655405
BEN.10.9.1_1,3044.3912893557076,2806.923942752913
BEN.10.9.2_1,1729.9634830054115,1653.4898683323577
BEN.10.9.3_1,5202.013054110955,5077.831775583007
BEN.10.9.4_1,5827.51597251752,5353.406268513436
BEN.10.9.5_1,3591.522993009231,3285.897113134346
BEN.10.9.6_1,5406.558165335188,5094.054444809522
BEN.11.1.1_1,2362.195186068964,2063.592202300651
BEN.11.1.2_1,1872.8532330382106,1635.810789848777
BEN.11.1.3_1,391.3661199868894,341.883754603068
BEN.11.1.4_1,2294.564155470156,2010.5751054539398
BEN.11.1.5_1,2277.3189772213204,1986.1641270057826
BEN.11.1.6_1,1389.6188430187751,1213.7382033217186
BEN.11.2.1_1,3365.049492847218,3014.179350879146
BEN.11.2.2_1,1379.0329025118956,1228.3632909064197
BEN.11.2.3_1,3117.8220726499367,2796.645847874063
BEN.11.2.4_1,474.2152095645083,440.2989372777004
BEN.11.2.5_1,1573.39335937126,1421.817264429728
BEN.11.2.6_1,646.6202525868135,575.5860084084904
BEN.11.3.1_1,2880.2552240843893,2456.146214588949
BEN.11.3.2_1,3664.74760854852,3124.675536841506
BEN.11.3.3_1,1742.4128830386144,1473.0044079799281
BEN.11.3.4_1,3345.1998223454343,2832.8471410293223
BEN.11.3.5_1,2799.87796905742,2374.155731329263
BEN.11.3.6_1,1199.6207145186036,1014.1867389707005
BEN.11.4.1_1,1677.7243751525875,1447.1551212572585
BEN.11.4.2_1,1483.2587112426759,1278.7023020912618
BEN.11.4.3_1,4363.670736451242,3760.9134585960255
BEN.11.4.4_1,2217.321754530365,1910.8560544556262
BEN.11.4.5_1,1416.5817388889839,1219.6648741030228
BEN.11.5.1_1,3143.555021562763,2933.8121351316863
BEN.11.5.2_1,1227.215036246356,1121.5975255872686
BEN.11.5.3_1,976.9885059020098,921.5144524592979
BEN.11.5.4_1,1651.8106136022827,1557.5850619970588
BEN.11.5.5_1,2002.6985187605312,1879.4347235286937
BEN.11.5.6_1,1254.8161389145198,1181.737505164801
BEN.12.1.1_1,532.493957123102,512.1175863490386
BEN.12.1.2_1,640.264704681845,632.2801099104039
BEN.12.1.3_1,1897.9292738671397,1937.9112529380648
BEN.12.1.4_1,587.4716710857317,599.8752769694609
BEN.12.1.5_1,406.49857562944,395.3810552036061
BEN.12.1.6_1,675.0807142818676,689.3340522242529
BEN.12.1.7_1,862.2507711896711,880.0964525484571
BEN.12.2.1_1,571.962939752317,553.2676244249532
BEN.12.2.2_1,719.2183861825981,719.0093571457207
BEN.12.2.3_1,333.79138045965453,322.20555612900677
BEN.12.2.4_1,803.4470288631966,770.8986059057946
