GID_3,primary_school_age_girl_BEN_2020,secondary_school_age_girl_BEN_2020
BEN.12.2.5_1,570.8046443041634,567.5910691205194
BEN.12.2.6_1,1046.0027625401815,1003.939704584608
BEN.12.2.7_1,290.331796840593,279.0401318718406
BEN.12.2.8_1,691.3658195607803,665.9223255942848
BEN.12.2.9_1,1675.0518620285336,1619.2199651437647
BEN.12.2.10_1,181.12968380871936,170.9631437226838
BEN.12.3.1_1,2137.794909488454,2171.0679837095972
BEN.12.3.2_1,1434.8517076080923,1422.2466612123974
BEN.12.3.3_1,461.3658125335095,470.83486591413913
BEN.12.3.4_1,424.31190418916594,433.0204813040939
BEN.12.3.5_1,1549.4883161357805,1581.3642771851785
BEN.12.3.6_1,3156.701970410814,2862.145435624965
BEN.12.3.7_1,1016.441374954523,1029.9290395400105
BEN.12.3.8_1,1619.7091930015415,1653.046184584674
BEN.12.3.9_1,1154.4732361139036,1178.1676893645642
BEN.12.3.10_1,2625.468115383971,2679.19869855993
BEN.12.4.1_1,104.61486541149662,106.73083582859415
BEN.12.4.2_1,136.7085477043601,139.65674928777355
BEN.12.4.3_1,1726.5064112822215,1746.957688428841
BEN.12.4.4_1,159.44896235746495,162.88757399016737
BEN.12.4.5_1,1059.4449238216173,1067.8712753912987
BEN.12.4.6_1,145.45545291526648,145.16568275152466
BEN.12.4.7_1,154.58208145440793,157.86583557128904
BEN.12.4.8_1,385.4319644553989,393.69211324429983
BEN.12.5.1_1,186.19403590782017,161.36138599620148
BEN.12.5.2_1,1258.4136870197217,1090.6593273826672
BEN.12.5.3_1,753.4610333984973,652.8645023345947
BEN.12.5.4_1,3426.5728377678834,2981.102179423967
BEN.12.5.5_1,257.4202210706823,223.08815097621843
BEN.12.5.6_1,148.57630991655236,128.760725664625
BEN.12.5.7_1,1767.722142505178,1533.4045695978054
BEN.12.5.8_1,357.6769729876051,315.9378513635374
BEN.12.5.9_1,428.8949310863719,371.69333099290446
BEN.12.5.10_1,235.08327066197117,203.7656693664252
BEN.12.5.11_1,3561.989487645206,3114.9966400894455
BEN.12.5.12_1,284.83975424486044,246.85074783212994
BEN.12.6.1_1,1033.4335622899669,952.0338870272917
BEN.12.6.2_1,2010.6286954580569,1831.7138074968373
BEN.12.6.3_1,1121.0806764041672,1043.6115958008108
BEN.12.6.4_1,2061.047225413603,1890.2347351298615
BEN.12.7.1_1,1611.9240948733159,1413.9071864371206
BEN.12.7.2_1,1080.985052004047,934.3193005281338
BEN.12.7.3_1,1297.2683399808172,1122.975666667901
BEN.12.7.4_1,577.7158633063821,499.4837692410338
BEN.12.7.5_1,1167.4510729023054,1107.1488652397607
BEN.12.7.6_1,4165.437628188787,3651.753853412702
BEN.12.7.7_1,2426.1760754005586,2102.345996079725
BEN.12.7.8_1,394.1905154359107,340.7075813891841
BEN.12.8.1_1,338.09537421581797,326.35179744047275
BEN.12.8.2_1,1064.294182321605,1027.5091027947033
BEN.12.8.3_1,446.4980390417808,430.9891464457792
BEN.12.8.4_1,1964.8702427864073,1871.008825842539
BEN.12.8.5_1,1308.380715184819,1184.851190467325
BEN.12.8.6_1,739.6365165598253,713.9480852912454
BEN.12.9.1_1,1224.220814222448,1052.4477617619089
BEN.12.9.2_1,997.2489938025382,920.0565118621375
BEN.12.9.3_1,621.4457597283758,575.1429272258982
BEN.12.9.4_1,991.3035695805269,959.7854207356772
BEN.12.9.5_1,515.8812315174176,469.0534217909272
BEN.12.9.6_1,518.3899705942938,444.5764772592807
BEN.12.9.7_1,651.738517674278,563.7501715669445
BEN.12.9.8_1,1891.911712631525,1619.9584129277398
BEN.12.9.9_1,763.6318673208648,653.8602840928471
BEN.12.9.10_1,942.5488068150538,807.0580226673801
BEN.12.9.11_1,543.4333604008546,465.3151694391288
