GID_3,population_density_BEN_2020
BEN.9.7.5_1,302.61738779019765
BEN.9.7.6_1,835.818075174493
BEN.10.1.1_1,2859.8090471073906
BEN.10.1.2_1,1896.3468789104775
BEN.10.1.3_1,1583.9465284920782
BEN.10.1.4_1,4396.441531596412
BEN.10.1.5_1,3692.161811754701
BEN.10.1.6_1,1262.9048719728232
BEN.10.2.1_1,303.55800657498384
BEN.10.2.2_1,165.659471377305
BEN.10.2.3_1,107.96649396403217
BEN.10.2.4_1,331.70816823841494
BEN.10.2.5_1,308.35333985293187
BEN.10.2.6_1,445.20631003389684
BEN.10.2.7_1,221.40508093016592
BEN.10.2.8_1,312.96303897433813
BEN.10.3.1_1,662.0669796236417
BEN.10.3.2_1,469.480498461857
BEN.10.3.3_1,346.6353757651588
BEN.10.4.1_1,1647.9182988516836
BEN.10.4.2_1,1124.6651447084214
BEN.10.4.3_1,720.1698095740342
BEN.10.4.4_1,1431.427180526464
BEN.10.4.5_1,524.3458428576985
BEN.10.5.1_1,2540.0616612965478
BEN.10.5.2_1,1839.924022168499
BEN.10.5.3_1,937.2138808306526
BEN.10.5.4_1,1122.4268379780783
BEN.10.5.5_1,752.6219007316338
BEN.10.5.6_1,3347.7121288475387
BEN.10.5.7_1,1026.564528435682
BEN.10.6.1_1,121.12881990360025
BEN.10.6.2_1,143.81597238181564
BEN.10.6.3_1,229.48310893196265
BEN.10.6.4_1,244.2168672703668
BEN.10.6.5_1,118.82363002100162
BEN.10.7.1_1,1046.2295433607849
BEN.10.7.2_1,709.9811913244258
BEN.10.7.3_1,506.02535549042716
BEN.10.7.4_1,509.69656133588575
BEN.10.7.5_1,984.5509271414036
BEN.10.7.6_1,684.2796987933762
BEN.10.7.7_1,364.37507494564716
BEN.10.8.1_1,7583.748944122162
BEN.10.8.2_1,8995.05447812112
BEN.10.8.3_1,8600.681345514151
BEN.10.8.4_1,7131.403211002544
BEN.10.8.5_1,4165.510073752653
BEN.10.9.1_1,3020.057115568086
BEN.10.9.2_1,894.0080670777269
BEN.10.9.3_1,2430.4635404341534
BEN.10.9.4_1,2285.11594189084
BEN.10.9.5_1,2401.252707084913
BEN.10.9.6_1,1393.511011326096
BEN.11.1.1_1,220.99520312881003
BEN.11.1.2_1,520.2301448852679
BEN.11.1.3_1,158.87454682899812
BEN.11.1.4_1,332.70187550132624
BEN.11.1.5_1,362.300576525763
BEN.11.1.6_1,287.5829472353192
BEN.11.2.1_1,790.6594310757771
BEN.11.2.2_1,655.2929000512366
BEN.11.2.3_1,581.7799717001747
BEN.11.2.4_1,579.3350578817592
BEN.11.2.5_1,596.5773609718825
BEN.11.2.6_1,1036.0865766469296
BEN.11.3.1_1,62.20424016307992
BEN.11.3.2_1,105.66551806467115
BEN.11.3.3_1,264.321409288311
BEN.11.3.4_1,128.13420636020038
BEN.11.3.5_1,122.63182193132651
BEN.11.3.6_1,101.02569310574043
BEN.11.4.1_1,351.08866628920214
BEN.11.4.2_1,232.08965135682232
BEN.11.4.3_1,319.2016102115458
BEN.11.4.4_1,953.1431654587008
BEN.11.4.5_1,212.33321981858722
BEN.11.5.1_1,223.62482569535874
BEN.11.5.2_1,218.0568750177515
BEN.11.5.3_1,738.1346144206158
BEN.11.5.4_1,423.54845976377635
BEN.11.5.5_1,521.4315837636075
BEN.11.5.6_1,282.149550672143
BEN.12.1.1_1,482.72286986325304
BEN.12.1.2_1,182.57485983130798
BEN.12.1.3_1,1188.1238631911567
BEN.12.1.4_1,804.4505030292071
BEN.12.1.5_1,546.6638203659282
BEN.12.1.6_1,780.7347919133705
BEN.12.1.7_1,628.4861683883066
BEN.12.2.1_1,596.9530110576115
BEN.12.2.2_1,673.8704779098128
BEN.12.2.3_1,790.404592066953
BEN.12.2.4_1,522.174324531454
BEN.12.2.5_1,522.3449717267754
BEN.12.2.6_1,278.9824046594262
BEN.12.2.7_1,352.3506986008209
BEN.12.2.8_1,422.0595861624365
BEN.12.2.9_1,321.49722078061876
BEN.12.2.10_1,242.10732901071353
BEN.12.3.1_1,2288.562604806891
BEN.12.3.2_1,1529.7774091097083
BEN.12.3.3_1,3460.7434928063117
BEN.12.3.4_1,2916.8117763421474
BEN.12.3.5_1,2100.7010965537843
BEN.12.3.6_1,707.4348350183287
BEN.12.3.7_1,1258.567410774231
BEN.12.3.8_1,1879.3169717186756
BEN.12.3.9_1,1513.734395403853
BEN.12.3.10_1,780.3905835389081
BEN.12.4.1_1,934.4032513786765
BEN.12.4.2_1,362.20972966881436
BEN.12.4.3_1,74.03094632274968
BEN.12.4.4_1,761.0847389221192
BEN.12.4.5_1,201.96094519766652
BEN.12.4.6_1,420.5000164818218
BEN.12.4.7_1,609.8455114191229
BEN.12.4.8_1,443.7384830898709
BEN.12.5.1_1,166.05615937419054
BEN.12.5.2_1,77.19472611931953
BEN.12.5.3_1,145.41498831422538
BEN.12.5.4_1,61.34718634187476
BEN.12.5.5_1,186.60570852960174
BEN.12.5.6_1,66.42712825628153
BEN.12.5.7_1,35.46202695137223
BEN.12.5.8_1,336.92062243681113
BEN.12.5.9_1,216.92815615874997
BEN.12.5.10_1,82.11162232469066
BEN.12.5.11_1,71.483122514725
BEN.12.5.12_1,113.17226642105314
BEN.12.6.1_1,154.2986297643346
BEN.12.6.2_1,204.57825790691297
BEN.12.6.3_1,230.2813480078713
BEN.12.6.4_1,313.5658904448028
BEN.12.7.1_1,255.68712969809042
BEN.12.7.2_1,595.8040790437553
BEN.12.7.3_1,215.26475085300817
BEN.12.7.4_1,953.1034395054409
BEN.12.7.5_1,569.2099526953027
BEN.12.7.6_1,429.566750800147
BEN.12.7.7_1,368.9849926906106
BEN.12.7.8_1,1212.8608804256357
BEN.12.8.1_1,234.40339385324845
BEN.12.8.2_1,56.498548694991186
BEN.12.8.3_1,160.4251902003225
BEN.12.8.4_1,194.07107624505204
BEN.12.8.5_1,181.27285333878012
BEN.12.8.6_1,378.5941351614721
BEN.12.9.1_1,124.0068876854666
BEN.12.9.2_1,174.56968269552812
BEN.12.9.3_1,609.2416856837145
BEN.12.9.4_1,552.4711560275531
BEN.12.9.5_1,145.86527109807338
BEN.12.9.6_1,110.97667866798663
BEN.12.9.7_1,89.77713221759115
BEN.12.9.8_1,89.32281303957606
BEN.12.9.9_1,140.40500670384714
BEN.12.9.10_1,358.82815135377507
BEN.12.9.11_1,125.25841167935909
