ADM3_PCODE,Walking_Only_Travel_Time_to_Healthcare_min,Walking_Only_Travel_Time_to_Healthcare_max,Walking_Only_Travel_Time_to_Healthcare_mean,Walking_Only_Travel_Time_to_Healthcare_median,Walking_Only_Travel_Time_to_Healthcare_stdDev,Motorized_Travel_Time_to_Healthcare_min,Motorized_Travel_Time_to_Healthcare_max,Motorized_Travel_Time_to_Healthcare_mean,Motorized_Travel_Time_to_Healthcare_median,Motorized_Travel_Time_to_Healthcare_stdDev,Travel_Time_to_Cities_min,Travel_Time_to_Cities_max,Travel_Time_to_Cities_mean,Travel_Time_to_Cities_median,Travel_Time_to_Cities_stdDev
TG020302,0.0,91.0,52.14814131537682,59.0,25.672895326021468,0.0,42.21260070800781,12.951745325530899,8.454747200012207,13.049817656796577,28,86,45.76847154321557,43.0,15.79045122553309
TG020303,0.0,90.0,39.317380352644825,42.0,19.994275593297576,0.0,46.13701248168945,8.894414169371348,5.902320079201937,9.865631446323432,21,86,40.225834382871525,37.99999999999999,13.462278197151806
TG020304,0.0,67.0,31.42698688271604,32.0,15.288077936473135,0.0,31.703813552856445,8.489936452565919,6.705714225769043,7.684379916795784,34,80,49.814911265432094,50.0,9.595505289447221
TG020305,0.0,96.0,53.98907373058194,53.99999999999999,20.464662884776793,0.0,43.019325256347656,12.165085822374914,10.15359115600586,9.231407453454192,28,91,55.98739276605609,56.00000000000001,14.97463489949503
TG020306,11.0,106.0,55.056341280378696,53.0,23.110276184034383,3.6566288471221924,41.16046905517578,18.334130152759755,17.58239844282703,8.049525255832203,38,101,69.53564625064944,68.0,12.886422750977681
TG020307,26.0,73.0,55.085165933626534,53.0,11.321063045928728,3.5520622730255127,29.79922866821289,13.788590621919639,12.514892578125,7.458638186744131,44,81,60.37225109956016,59.0,11.106553431735046
TG020308,0.0,124.0,79.53017382748443,80.0,21.520849942521338,0.0,60.952693939208984,25.761353996629673,23.67303466796875,12.859986987062072,17,78,46.91956379140702,48.0,13.955177614366677
TG020309,0.0,163.0,78.22534615384619,77.0,33.8028733437655,0.0,61.74202346801758,29.028455460915197,27.669910430908203,13.158242730000355,50,146,106.33742307692314,106.00000000000003,20.08799030985648
TG020401,21.0,253.0,164.36806205485308,172.0,48.51860842317924,13.837268829345703,62.32288360595703,27.415795515073757,26.324332237243652,8.199306645129756,32,101,65.0483177614568,65.0,15.99134714121995
TG020402,0.0,205.0,99.24360139860136,90.0,47.79529214750301,0.0,73.53124237060547,12.949067143896867,9.729821531499637,10.083963632120822,31,151,65.95957167832162,65.0,16.052743905850363
